GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALKVE001,ALKVE002,ALKVE003,ALKVE004,ALKVE005,ALKVE006,ALKVE007,ALKVE008,ALKVE009,ALKVE010,ALKVE011,ALKVE012,ALKVE013,ALKVE014,ALKVE015,ALKVE016,ALKVE017,ALKVE018,ALKVE019,ALKVE020,ALKVE021,ALKVE022,ALKVE023,ALKVE024,ALKVE025,ALKVE026,ALKVE027,NAME_M,ALKVM001,ALKVM002,ALKVM003,ALKVM004,ALKVM005,ALKVM006,ALKVM007,ALKVM008,ALKVM009,ALKVM010,ALKVM011,ALKVM012,ALKVM013,ALKVM014,ALKVM015,ALKVM016,ALKVM017,ALKVM018,ALKVM019,ALKVM020,ALKVM021,ALKVM022,ALKVM023,ALKVM024,ALKVM025,ALKVM026,ALKVM027
"G5107400","2019","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",15864,15508,330,578,261,193,314,584,210,0,90,304,226,538,898,1057,1117,1733,1997,3298,1430,307,43,0,0,0,356,"Portsmouth city, Virginia",1549,1606,275,531,336,192,215,568,204,208,109,172,303,314,563,559,392,668,747,1190,954,214,79,208,208,208,272
"G5107600","2019","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",50697,49574,1350,1560,651,1319,1170,406,641,364,1729,788,1323,1392,1574,2018,3159,4792,5961,8452,5470,4391,559,210,0,295,1123,"Richmond city, Virginia",2755,2760,779,869,477,499,658,443,585,250,978,514,695,641,612,610,1163,1136,1378,1543,1240,1058,248,175,208,347,691
"G5107700","2019","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",21118,20562,51,576,344,105,246,143,781,1013,934,1735,1301,1517,2442,1365,1498,2274,1061,2038,169,909,0,60,0,0,556,"Roanoke city, Virginia",1899,1970,96,528,330,127,314,198,589,646,728,938,689,625,848,642,671,880,484,971,139,622,208,103,208,208,403
"G5108000","2019","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5108100","2019","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",65912,64664,190,38,615,0,414,239,0,287,548,71,203,271,558,502,1382,3779,8567,18792,12467,12714,2035,553,302,137,1248,"Virginia Beach city, Virginia",3338,3413,235,67,534,208,558,207,208,431,694,114,190,199,513,304,760,1076,1894,2681,2281,1837,798,403,225,167,602
"G5300050","2019","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",23534,22775,0,0,76,398,203,680,84,365,85,948,698,800,428,1885,1282,3389,2578,4015,2479,1113,496,0,682,91,759,"Benton County, Washington",2452,2438,210,210,73,313,337,550,140,294,100,538,832,740,420,933,711,1181,989,1205,1077,563,538,210,648,157,418
"G5300070","2019","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelan County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300090","2019","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",9656,9158,103,124,52,452,162,122,517,54,0,751,150,285,642,617,494,736,1431,726,933,394,62,0,0,351,498,"Clallam County, Washington",1334,1372,133,163,72,385,160,161,520,94,210,500,218,218,379,432,347,441,829,388,538,301,103,210,210,375,293
"G5300110","2019","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",62206,60198,107,435,143,271,481,186,207,395,278,128,943,276,966,1529,1372,4381,4273,13085,13822,12266,3122,652,640,240,2008,"Clark County, Washington",2919,2995,109,486,192,218,370,129,229,412,187,152,502,217,726,718,562,1097,1321,1717,1912,1829,940,667,535,149,686
"G5300150","2019","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",14985,14623,0,237,372,188,147,0,98,350,1245,472,781,1181,623,871,621,1659,2913,1526,557,542,84,0,156,0,362,"Cowlitz County, Washington",1706,1707,210,245,294,150,176,210,106,301,806,284,770,597,368,421,361,761,1035,661,352,390,137,210,203,210,274
"G5300210","2019","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300250","2019","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",10864,10238,103,0,135,444,226,37,223,371,535,1123,268,764,800,883,174,1013,824,1762,402,151,0,0,0,0,626,"Grant County, Washington",1590,1599,174,210,124,389,284,72,290,312,457,710,240,518,469,650,174,552,644,965,454,195,210,210,210,210,331
"G5300270","2019","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",8256,7797,75,255,362,179,311,99,388,83,116,554,404,465,672,668,381,1451,659,665,10,0,0,0,0,0,459,"Grays Harbor County, Washington",1340,1294,107,228,317,134,308,127,441,74,157,372,265,344,450,520,324,636,410,412,19,210,210,210,210,210,312
"G5300290","2019","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Island County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300330","2019","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",396804,386018,1309,2584,4391,3944,2552,2961,391,1844,939,2593,1765,1873,1316,3573,3635,11305,12548,45546,59270,117694,59352,26627,12659,5347,10786,"King County, Washington",7628,7825,913,1101,1435,1262,1051,1225,223,1036,601,870,962,917,525,1254,1400,2422,2374,4433,5295,6293,4468,3446,1902,1224,1973
"G5300350","2019","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",32371,31511,175,8,13,1003,308,50,252,445,224,84,480,677,443,623,613,1570,2214,5359,5219,8829,2586,109,227,0,860,"Kitsap County, Washington",2675,2691,143,14,23,633,285,63,296,398,283,70,366,440,316,307,347,631,751,1368,1477,1553,1128,134,211,210,419
"G5300410","2019","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",9817,9111,242,89,269,92,499,311,220,331,108,899,159,581,640,309,831,1322,348,1390,160,156,0,0,155,0,706,"Lewis County, Washington",1195,1224,176,118,255,96,368,238,234,314,144,467,178,356,359,235,476,541,191,603,139,247,210,210,176,210,372
"G5300450","2019","WA",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,"05000US53045","Mason County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5300530","2019","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",124088,119059,213,88,811,1322,966,330,511,742,240,825,1109,1485,1312,2337,4009,7480,10933,28520,23354,24543,6422,910,341,256,5029,"Pierce County, Washington",4531,4332,243,138,486,765,618,265,307,577,233,495,622,999,600,1066,1142,1776,1657,3207,2712,2265,1345,400,324,254,1368
"G5300570","2019","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",14778,13836,36,114,462,248,10,464,157,65,398,258,558,257,169,810,394,1510,1765,2499,1424,1871,218,113,24,12,942,"Skagit County, Washington",1599,1550,36,105,332,164,18,485,104,63,420,133,523,208,119,438,216,568,674,931,589,670,209,116,20,18,470
"G5300610","2019","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",99961,97913,958,448,1601,959,614,501,236,475,139,1250,897,907,849,1882,419,4514,3520,18779,19405,28071,7265,2702,862,660,2048,"Snohomish County, Washington",4175,4227,744,381,876,590,402,495,183,345,135,959,660,568,469,935,250,1380,1088,2125,2563,2921,1307,966,633,448,836
"G5300630","2019","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",81634,80177,774,482,1307,1259,854,1573,1490,988,1080,2184,2927,5852,5472,4050,6563,10511,8490,13097,5771,4055,1001,124,0,273,1457,"Spokane County, Washington",3903,3879,538,360,462,484,455,744,771,472,658,905,1082,1266,1425,1177,1446,2046,1635,1903,1476,1048,617,205,210,353,582
"G5300670","2019","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",35342,34343,47,183,0,357,329,275,373,87,287,320,63,495,316,651,1052,5345,2591,7529,6410,5530,1268,491,280,64,999,"Thurston County, Washington",2638,2543,77,228,210,297,239,251,470,116,324,330,106,374,250,620,757,1701,784,1480,1354,1174,654,549,313,107,508
"G5300730","2019","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",31639,31230,780,439,154,346,370,492,181,421,9,749,266,294,422,1453,1196,3493,4074,5573,4506,3591,1034,543,401,443,409,"Whatcom County, Washington",3029,3032,754,443,154,437,259,558,177,348,15,537,242,233,342,685,712,1155,1290,1493,1209,1103,740,373,374,507,294
"G5300770","2019","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",30713,28334,70,151,709,508,338,380,508,983,1004,2087,1252,3308,3183,1838,1285,4226,3013,2156,398,658,171,63,0,45,2379,"Yakima County, Washington",2067,2085,117,149,471,450,257,240,300,569,444,836,678,901,1302,846,607,1104,968,819,291,489,153,105,210,75,760
"G5400030","2019","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berkeley County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5400110","2019","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",15721,14224,433,153,288,513,494,596,317,744,924,2203,1504,1538,1512,886,400,268,639,540,96,0,31,145,0,0,1497,"Cabell County, West Virginia",1712,1617,356,168,247,351,471,578,209,486,438,757,653,845,718,464,248,191,420,383,119,207,52,168,207,207,725
"G5400330","2019","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",6281,5591,0,38,353,223,191,229,211,351,37,862,212,413,390,284,355,481,254,421,286,0,0,0,0,0,690,"Harrison County, West Virginia",1122,1110,207,61,472,211,202,162,206,323,65,480,211,291,394,278,408,302,248,370,239,207,207,207,207,207,373
"G5400390","2019","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",23972,20037,1011,354,101,1584,1031,606,586,1209,1238,2558,1009,1760,1706,822,1148,1427,1072,556,54,205,0,0,0,0,3935,"Kanawha County, West Virginia",2312,2018,917,318,86,835,874,388,374,762,607,974,520,659,757,390,615,845,647,275,90,209,207,207,207,207,1320
"G5400610","2019","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",16138,15415,0,57,77,111,96,199,632,525,560,920,1235,2188,1843,1159,1564,1192,1239,1171,339,308,0,0,0,0,723,"Monongalia County, West Virginia",1551,1468,207,96,125,184,119,246,441,408,556,432,564,911,718,665,663,497,605,585,234,224,207,207,207,207,601
"G5400810","2019","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raleigh County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5401070","2019","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",8902,7256,52,287,342,63,98,276,305,545,626,960,783,875,564,373,273,280,193,287,0,0,74,0,0,0,1646,"Wood County, West Virginia",1247,1098,94,253,345,80,167,250,318,323,432,482,443,470,306,339,232,254,161,228,207,207,119,207,207,207,645
"G5500090","2019","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",41110,40181,0,65,62,631,194,1072,746,1146,1967,2746,3614,4279,3834,4918,2599,3713,3905,3105,1051,193,193,148,0,0,929,"Brown County, Wisconsin",2504,2601,153,111,107,284,173,735,694,673,758,937,948,1030,1039,2037,830,863,1179,1133,517,194,146,181,153,153,509
"G5500250","2019","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",98124,96680,150,56,932,404,478,298,561,526,811,669,874,2412,2859,3737,6883,12386,12691,24128,13322,8941,1695,544,649,674,1444,"Dane County, Wisconsin",2901,2915,232,71,719,272,404,219,561,297,557,309,424,1049,747,1097,1671,1938,1756,2645,2033,1508,674,308,551,438,598
"G5500270","2019","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",9838,9450,0,0,72,173,204,449,43,829,353,725,619,648,479,1209,638,1442,949,436,123,38,0,21,0,0,388,"Dodge County, Wisconsin",1063,1038,153,153,102,186,148,308,70,375,213,377,310,293,317,603,380,572,476,258,125,45,153,36,153,153,188
"G5500350","2019","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",14298,13614,18,0,239,103,86,337,105,124,289,1259,1405,1300,1105,1808,988,1645,1235,1043,190,289,0,0,46,0,684,"Eau Claire County, Wisconsin",1443,1383,30,153,203,116,124,269,108,133,188,578,617,680,523,755,431,523,525,489,140,286,153,153,80,153,382
"G5500390","2019","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",13807,13402,0,123,48,245,266,183,438,529,766,1330,881,2019,1128,2164,777,1706,369,330,100,0,0,0,0,0,405,"Fond du Lac County, Wisconsin",1346,1341,153,115,82,208,207,245,285,374,633,580,480,737,512,862,517,594,255,272,118,153,153,153,153,153,196
"G5500550","2019","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",8795,8357,82,0,244,0,155,127,20,322,111,313,521,742,1095,615,949,867,934,737,271,29,0,0,0,223,438,"Jefferson County, Wisconsin",1449,1433,137,153,170,153,147,167,35,285,94,231,363,441,467,454,469,333,457,529,375,50,153,153,153,323,221
"G5500590","2019","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",21738,21444,0,70,205,406,308,128,248,18,165,902,203,1379,1260,1835,1399,4382,2581,3386,1886,544,139,0,0,0,294,"Kenosha County, Wisconsin",2047,2036,153,124,231,378,414,162,195,30,266,495,240,709,695,724,722,1300,817,923,690,302,143,153,153,153,229
"G5500630","2019","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",16881,16746,0,22,227,204,167,572,428,515,193,758,1428,787,2097,1310,999,2994,1033,1431,977,579,25,0,0,0,135,"La Crosse County, Wisconsin",1610,1593,153,34,254,157,162,467,292,290,193,485,609,415,933,604,437,1020,537,614,524,261,42,153,153,153,117
"G5500710","2019","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",8774,8027,0,128,92,20,191,634,180,585,307,770,1164,733,719,367,446,607,637,365,0,0,0,0,82,0,747,"Manitowoc County, Wisconsin",1172,1101,153,198,139,25,170,504,206,258,162,482,664,414,440,274,294,371,453,257,153,153,153,153,136,153,498
"G5500730","2019","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",15237,14615,318,10,134,122,259,254,726,400,590,1327,1408,1836,1012,1221,1138,986,1218,1365,224,0,67,0,0,0,622,"Marathon County, Wisconsin",1792,1748,349,17,155,150,249,197,341,307,308,526,590,808,419,685,525,455,772,600,180,153,109,153,153,153,302
"G5500790","2019","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",194138,190692,568,1013,1515,2681,2782,2681,1790,2568,3924,8292,10747,18611,15915,15653,17352,26128,17008,19335,11733,5762,3110,810,170,544,3446,"Milwaukee County, Wisconsin",4733,4769,378,615,603,828,1084,868,794,676,925,1593,1759,2542,2254,2122,2308,2497,2329,2361,1744,1054,733,446,177,413,1039
"G5500870","2019","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",22021,21291,0,131,247,197,72,471,534,955,1286,1082,1049,1954,1830,2913,2788,2228,1472,1476,328,217,61,0,0,0,730,"Outagamie County, Wisconsin",2070,2091,153,148,252,208,122,415,358,522,678,418,568,825,873,1052,900,758,566,520,219,188,99,153,153,153,375
"G5500890","2019","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ozaukee County, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5500970","2019","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",8933,8408,0,46,247,50,90,167,97,409,508,576,777,524,802,1320,408,1015,751,373,65,29,154,0,0,0,525,"Portage County, Wisconsin",925,908,153,77,224,69,106,124,126,273,250,319,439,316,419,701,239,508,404,224,105,49,137,153,153,153,309
"G5501010","2019","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",25954,25130,0,0,564,271,1007,655,254,265,540,1775,1447,2798,2274,2412,2260,3993,1027,2986,366,211,0,25,0,0,824,"Racine County, Wisconsin",2002,2056,153,153,531,213,569,607,208,331,489,929,599,1124,981,907,879,1182,507,1096,446,220,153,46,153,153,473
"G5501050","2019","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",20502,19613,261,0,0,463,158,321,277,681,169,1271,1372,1614,1699,2708,1439,2832,2004,1737,227,220,0,0,160,0,889,"Rock County, Wisconsin",1996,1942,231,153,153,294,201,223,284,477,171,462,522,662,629,966,679,859,837,802,187,261,153,153,260,153,449
"G5501090","2019","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Croix County, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5501170","2019","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",13861,13443,152,0,145,168,181,507,279,609,529,1575,973,1808,918,599,886,1282,1104,967,349,0,21,0,117,274,418,"Sheboygan County, Wisconsin",1315,1340,257,153,147,163,151,482,190,396,400,631,610,669,412,300,453,619,557,579,316,153,27,153,146,364,205
"G5501270","2019","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",12630,12122,149,0,89,194,145,0,42,618,725,691,599,979,981,641,763,1699,935,1475,389,958,0,0,50,0,508,"Walworth County, Wisconsin",1414,1353,240,153,147,197,139,153,52,517,410,406,250,505,518,347,405,613,423,584,283,658,153,153,82,153,249
"G5501310","2019","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,"05000US55131","Washington County, Wisconsin",12597,12391,11,0,256,59,0,0,63,153,229,538,864,1095,1084,1384,839,2354,1038,974,575,537,305,33,0,0,206,"Washington County, Wisconsin",1576,1562,19,153,352,96,153,153,103,208,220,281,551,821,566,581,337,1038,505,431,459,405,432,55,153,153,178
"G5501330","2019","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,"05000US55133","Waukesha County, Wisconsin",38995,37993,196,28,427,124,250,837,425,410,141,768,885,1242,1578,1443,1893,6436,4334,9020,4246,2128,700,408,74,0,1002,"Waukesha County, Wisconsin",2446,2467,201,46,303,87,248,746,365,264,143,493,496,507,668,539,540,1507,1094,1755,956,604,409,291,122,153,426
"G5501390","2019","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,"05000US55139","Winnebago County, Wisconsin",26041,23994,42,120,198,438,472,355,357,845,893,2324,2881,2268,2462,2038,1735,2902,1995,1160,218,0,252,39,0,0,2047,"Winnebago County, Wisconsin",2066,1770,69,172,199,332,294,339,233,430,410,727,1066,639,883,769,695,920,925,560,207,153,281,65,153,153,1103
"G5501410","2019","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,"05000US55141","Wood County, Wisconsin",9063,8610,44,19,0,154,789,497,415,714,391,966,550,837,1017,533,384,737,185,149,0,0,52,177,0,0,453,"Wood County, Wisconsin",1221,1211,58,24,153,192,628,390,243,372,205,461,305,408,527,322,292,529,161,148,153,153,93,270,153,153,214
"G5600210","2019","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,"05000US56021","Laramie County, Wyoming",13290,12673,357,0,176,88,434,292,480,421,394,1074,538,547,1133,348,1190,1176,460,1347,755,1403,60,0,0,0,617,"Laramie County, Wyoming",1423,1422,452,207,176,107,476,270,505,454,385,719,449,374,629,349,623,545,302,685,697,557,105,207,207,207,417
"G5600250","2019","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,"05000US56025","Natrona County, Wyoming",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Natrona County, Wyoming",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G7200130","2019","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,"05000US72013","Arecibo Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arecibo Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G7200210","2019","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,"05000US72021","Bayamón Municipio, Puerto Rico",21476,16033,2152,530,832,237,1203,850,799,1057,1385,1699,833,634,789,772,571,1081,37,464,80,0,28,0,0,0,5443,"Bayamón Municipio, Puerto Rico",2087,1820,673,380,455,177,550,439,455,479,697,666,412,337,498,495,402,481,60,378,137,234,48,234,234,234,1186
"G7200250","2019","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,"05000US72025","Caguas Municipio, Puerto Rico",16578,9904,1572,487,102,254,316,552,548,759,1376,1038,392,933,538,545,164,36,185,107,0,0,0,0,0,0,6674,"Caguas Municipio, Puerto Rico",1743,1569,610,357,131,239,275,408,356,442,668,563,373,619,399,520,201,59,295,178,234,234,234,234,234,234,1308
"G7200310","2019","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,"05000US72031","Carolina Municipio, Puerto Rico",18300,13705,2164,663,0,206,241,1087,558,712,232,1438,544,1448,1472,320,287,630,225,519,447,0,250,262,0,0,4595,"Carolina Municipio, Puerto Rico",2039,1981,685,423,234,247,210,648,457,487,276,615,385,630,933,321,397,456,367,428,459,234,215,251,234,234,1227
"G7200610","2019","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,"05000US72061","Guaynabo Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guaynabo Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G7200970","2019","PR",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,"05000US72097","Mayagüez Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mayagüez Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G7201130","2019","PR",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,"05000US72113","Ponce Municipio, Puerto Rico",17136,13170,2392,992,1052,990,991,1136,528,944,656,865,544,429,417,44,429,201,209,173,178,0,0,0,0,0,3966,"Ponce Municipio, Puerto Rico",1510,1475,636,455,471,458,448,434,348,500,436,439,423,285,263,74,402,213,272,168,183,234,234,234,234,234,884
