GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJCTE001,AJCTE002,AJCTE003,AJCTE004,AJCTE005,AJCTE006,AJCTE007,AJCTE008,AJCTE009,AJCTE010,AJCTE011,AJCTE012,AJCTE013,AJCTE014,AJCTE015,AJCTE016,AJCTE017,NAME_M,AJCTM001,AJCTM002,AJCTM003,AJCTM004,AJCTM005,AJCTM006,AJCTM007,AJCTM008,AJCTM009,AJCTM010,AJCTM011,AJCTM012,AJCTM013,AJCTM014,AJCTM015,AJCTM016,AJCTM017
"G48053388","2018","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",42819,1710,1023,1358,1718,1478,2983,1809,1924,1239,3999,5080,6671,3312,2748,2661,3106,"Odessa city, Texas",1699,612,567,646,794,729,1108,738,1041,662,1045,1389,1478,1074,1096,952,900
"G48056000","2018","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",46703,2416,1643,2740,2279,1743,2598,2419,1679,2286,3866,6164,6659,3829,2420,2246,1716,"Pasadena city, Texas",1950,879,643,958,739,673,781,815,673,1030,1074,1211,1214,975,824,768,511
"G48056348","2018","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",42409,1266,709,1449,705,2169,2171,407,1880,629,2515,4623,5978,5557,3316,4833,4202,"Pearland city, Texas",2505,773,491,1060,556,1323,1363,375,1081,428,1183,1748,1771,1897,1059,1500,1244
"G48057200","2018","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",20861,3183,1568,1173,1124,1569,1256,746,741,956,1881,2688,1344,1045,492,690,405,"Pharr city, Texas",1721,1141,680,709,675,745,750,505,638,679,757,974,583,537,492,579,359
"G48058016","2018","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",102778,4583,934,2423,2294,1746,2648,2060,5215,3298,7050,9902,12184,12562,8556,11054,16269,"Plano city, Texas",2774,1410,411,826,780,623,844,739,1364,975,1390,1670,1830,1621,1420,1554,1596
"G48061796","2018","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",43922,2526,1026,1046,1805,1161,567,1021,1328,1410,3184,3922,5817,5873,3469,5238,4529,"Richardson city, Texas",2610,889,575,704,952,637,313,531,721,661,987,1250,1391,1193,985,1115,977
"G48063500","2018","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",40854,1151,569,372,1127,493,2067,1153,1410,1639,3455,4764,5993,4945,3688,4170,3858,"Round Rock city, Texas",2041,633,375,286,702,414,1001,485,638,715,1099,1307,1244,892,840,960,876
"G48063572","2018","TX",,,"Texas","48",,,"Rowlett city","63572",,,,,,,,,,,,,,,,"16000US4863572","Rowlett city, Texas",21477,493,390,242,294,233,1147,476,266,1373,1141,1726,2850,3438,2562,2821,2025,"Rowlett city, Texas",1498,426,481,295,258,155,1056,470,227,868,594,704,791,1150,809,1081,721
"G48064472","2018","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",37432,2335,1298,3209,2283,1392,1034,2131,2770,1652,2768,3960,4979,3988,819,1517,1297,"San Angelo city, Texas",1920,862,731,1096,891,579,542,737,868,665,890,1116,1380,924,456,546,481
"G48065000","2018","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",509964,51106,27270,28540,26396,24740,29701,25236,23583,22576,41796,51065,57224,36200,23282,21711,19538,"San Antonio city, Texas",5167,3776,2858,2803,2771,2683,3077,2748,2505,2268,3837,3756,3682,2992,2578,2306,1778
"G48070808","2018","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",39378,869,714,576,338,448,1585,625,467,1025,1790,4804,4277,4772,3184,6299,7605,"Sugar Land city, Texas",2043,503,403,470,299,379,770,374,356,526,658,1428,1234,933,1038,1144,1252
"G48072176","2018","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",28805,1567,1625,1137,967,2355,1873,1016,1911,984,2178,3215,3781,2262,1828,1423,683,"Temple city, Texas",1753,579,748,550,559,900,867,493,838,524,748,990,1004,820,754,752,379
"G48072656","2018","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",40491,1502,315,835,1194,606,521,1370,1261,582,2056,2005,3675,3571,4175,5536,11287,"The Woodlands CDP, Texas",2911,820,264,702,642,452,329,762,755,521,1059,1044,1454,1296,1245,1944,1706
"G48074144","2018","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",35597,3543,1679,1262,1606,1420,1700,1922,2093,1522,2101,3421,4712,3471,1549,1942,1654,"Tyler city, Texas",1777,975,565,490,596,604,780,836,848,744,775,1026,996,954,627,738,534
"G48075428","2018","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",23878,1850,1655,1643,1903,1117,1659,814,934,796,1636,1888,3168,2054,1090,1010,661,"Victoria city, Texas",1244,756,632,580,791,546,640,421,485,428,704,641,788,852,413,462,323
"G48076000","2018","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",48032,7069,3636,2950,3352,2224,2475,2473,2819,1383,3599,4538,5498,2713,1122,1224,957,"Waco city, Texas",1845,1127,1057,966,1074,756,899,799,852,539,922,975,1306,638,510,481,451
"G48079000","2018","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",35436,3101,2455,1739,2599,1655,1492,1672,1917,1912,2320,2970,5189,3037,1582,1024,772,"Wichita Falls city, Texas",1982,825,720,616,862,565,443,584,667,690,592,800,1078,837,517,479,390
"G49043660","2018","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",24599,597,359,706,664,304,830,889,1592,1433,1792,2296,5354,3308,1879,1585,1011,"Layton city, Utah",1365,374,288,501,521,259,495,525,674,566,788,702,915,868,594,542,458
"G49044320","2018","UT",,,"Utah","49",,,"Lehi city","44320",,,,,,,,,,,,,,,,"16000US4944320","Lehi city, Utah",18203,392,79,270,565,289,210,137,440,526,1465,1505,3663,3095,2017,1671,1879,"Lehi city, Utah",1088,306,94,327,297,227,147,127,351,278,534,624,844,818,593,530,737
"G49055980","2018","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",30698,2314,895,1544,1916,1706,1102,1827,1867,1484,2916,3499,4697,2047,960,1244,680,"Ogden city, Utah",1683,686,490,641,602,542,439,788,627,586,881,851,1060,687,457,535,357
"G49057300","2018","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",29020,811,447,817,1271,1547,1797,1327,1526,1205,2851,3498,4429,2518,2204,1361,1411,"Orem city, Utah",1086,401,304,438,536,536,661,462,656,633,761,924,807,596,630,463,428
"G49062470","2018","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",32912,2047,2398,1438,2452,1849,1880,1626,1927,1233,3318,3679,4059,1803,910,1173,1120,"Provo city, Utah",1634,657,749,558,614,627,559,606,640,532,731,870,920,472,395,385,465
"G49065330","2018","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",31911,2126,886,1317,1349,2098,1928,1668,1429,1772,3261,3409,3732,2646,1973,1326,991,"St. George city, Utah",2130,752,465,582,573,891,719,884,509,772,984,899,819,774,824,556,432
"G49067000","2018","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",80714,6027,3127,2491,3284,3571,3926,3062,3803,4037,5401,9566,7997,7225,4637,5323,7237,"Salt Lake City city, Utah",2515,1304,1151,716,952,1196,893,923,1017,1003,1245,1646,1403,1313,910,1218,1210
"G49067440","2018","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",33349,883,409,673,1170,871,1509,1237,784,956,1780,2982,5431,4101,3023,4195,3345,"Sandy city, Utah",1234,496,292,418,557,430,641,562,543,641,595,928,1150,714,786,966,706
"G49070850","2018","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",21252,433,0,409,314,433,197,474,113,677,812,2166,3966,4235,1717,2375,2931,"South Jordan city, Utah",1308,402,193,441,257,341,195,305,135,485,426,780,1193,1326,544,689,727
"G49082950","2018","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",32895,691,700,367,337,1260,998,1001,1463,840,2373,4728,4387,5972,3111,3238,1429,"West Jordan city, Utah",1522,526,473,303,283,582,587,498,765,411,1001,1156,1120,1124,823,969,518
"G49083470","2018","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",38898,1345,1142,1309,1318,1092,2417,1676,1563,1483,4352,6343,5899,4157,2074,1876,852,"West Valley City city, Utah",1737,659,595,594,701,599,883,598,527,643,1110,1241,1114,959,612,666,367
"G51001000","2018","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",71740,2949,1742,1726,1559,1083,2227,1299,1709,2159,3803,6025,9119,8371,5480,9615,12874,"Alexandria city, Virginia",1543,1034,806,755,781,457,894,588,649,810,1047,1256,1562,1329,1112,1388,1159
"G51003000","2018","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",109940,3390,2107,2147,2271,1466,910,1956,2526,1571,5193,9162,11363,12211,10895,16971,25801,"Arlington CDP, Virginia",1822,987,896,814,899,710,413,706,1027,656,1347,1516,1672,1670,1768,2100,1997
"G51014440","2018","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",25684,410,753,286,187,425,597,408,341,317,813,2809,3041,3908,2555,3873,4961,"Centreville CDP, Virginia",1579,207,653,289,155,355,432,341,263,229,332,844,711,1093,794,775,854
"G51016000","2018","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",86122,3787,2001,2718,2086,2328,3525,2719,3798,3546,5824,7737,13040,10530,7873,8472,6138,"Chesapeake city, Virginia",1667,1159,977,928,798,769,1192,826,1148,1253,1341,1422,1813,1763,1271,1340,1207
"G51021088","2018","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",20142,893,214,211,232,409,952,445,573,668,599,1832,3117,2231,2248,3161,2357,"Dale City CDP, Virginia",1369,482,157,196,174,296,534,415,335,479,320,640,843,588,799,817,650
"G51035000","2018","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",54800,4516,2340,2747,1933,1658,2653,2724,2833,2838,5035,7201,7226,4483,1884,2821,1908,"Hampton city, Virginia",1457,1312,859,1086,722,549,885,884,929,941,1220,1683,1051,1201,685,820,564
"G51047672","2018","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",28500,2143,1776,1391,2262,3518,1413,1017,1423,1215,2102,1956,3475,1672,925,1604,608,"Lynchburg city, Virginia",1191,752,605,478,867,1087,670,420,552,600,676,616,852,632,404,608,362
"G51056000","2018","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",71291,5673,3322,3448,4632,2205,4537,3824,4274,3604,5786,8062,8627,6619,2696,2241,1741,"Newport News city, Virginia",1906,1337,1084,1106,1105,750,1211,1151,1181,1106,1256,1502,1228,1222,638,682,628
"G51057000","2018","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",89338,8142,4583,5203,4653,5071,4813,4073,4844,3619,8230,10350,10536,5788,2281,3237,3915,"Norfolk city, Virginia",1882,1247,920,1061,1025,1144,1185,1057,1138,1026,1318,1509,1364,1015,570,676,856
"G51064000","2018","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",34578,4108,1644,1461,2103,1710,2024,1618,1810,1477,2883,3633,4815,2113,1486,996,697,"Portsmouth city, Virginia",1559,1057,703,602,698,571,703,448,702,613,749,1064,946,604,621,414,316
"G51067000","2018","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",91359,9382,5648,4036,4352,5947,4977,3969,3940,4489,6372,7899,10356,6681,3844,3845,5622,"Richmond city, Virginia",1702,1693,1168,981,1005,1240,1232,1069,1048,975,1196,1422,1246,1231,748,776,898
"G51068000","2018","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",41353,3928,2707,2544,2859,2784,3134,2114,1348,2784,1840,3746,4911,2197,1424,1096,1937,"Roanoke city, Virginia",1515,923,934,824,826,876,828,777,464,961,663,1126,1125,698,613,693,955
"G51076432","2018","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",34890,1585,1220,1932,1291,990,905,1324,1878,941,2257,3678,4979,3743,3267,2579,2321,"Suffolk city, Virginia",939,719,507,729,567,477,419,587,599,476,636,692,950,817,871,720,560
"G51082000","2018","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",172183,5589,4035,3349,4203,6642,5812,5658,8487,6861,14005,18987,26651,20407,14999,14173,12325,"Virginia Beach city, Virginia",2346,1127,1050,841,983,1382,1302,1267,1664,1516,1659,2223,2393,1851,1717,1855,1420
"G53003180","2018","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",32041,1398,945,1734,1148,749,1439,1768,1400,719,3034,3147,3974,3035,2707,2962,1882,"Auburn city, Washington",2145,808,564,931,493,434,735,806,685,415,1045,804,963,795,712,944,623
"G53005210","2018","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",58465,2238,815,1177,798,1112,500,1413,1634,980,2625,3507,6837,8602,4488,8014,13725,"Bellevue city, Washington",2276,875,492,605,523,495,292,588,808,516,1012,945,1407,1515,1161,1207,1593
"G53005280","2018","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",36744,2982,2604,1658,2045,1430,1580,2056,1705,1327,3971,3800,4585,1913,1509,1864,1715,"Bellingham city, Washington",1776,811,775,556,995,763,817,724,756,563,1166,1004,1198,684,570,600,747
"G53022640","2018","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",43260,1798,1593,892,2258,1785,2218,1574,2500,2041,4117,3976,6447,4879,2468,3030,1684,"Everett city, Washington",2074,509,708,432,804,641,1003,663,1108,850,1146,1013,1290,1015,793,937,466
"G53023515","2018","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",35640,2510,1514,474,815,1170,899,2289,1442,1805,2701,4264,4651,4176,2747,2644,1539,"Federal Way city, Washington",1722,1009,821,333,502,588,504,827,625,762,688,1271,1218,1079,778,727,574
"G53035275","2018","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",29292,1354,886,1746,1832,1935,1424,1731,1584,1159,2038,3070,4509,2099,1523,1308,1094,"Kennewick city, Washington",1875,668,467,841,736,999,703,669,753,587,682,818,1125,836,712,556,592
"G53035415","2018","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",44303,1958,820,1941,2895,1575,2242,1433,1223,1251,2944,5986,5365,5346,3181,3116,3027,"Kent city, Washington",2468,723,416,964,1009,847,855,624,585,699,855,1346,1038,1430,836,768,884
"G53035940","2018","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",35325,607,939,293,556,687,747,675,736,712,2006,2264,4450,3744,3046,5269,8594,"Kirkland city, Washington",1414,381,549,236,316,326,414,401,362,512,830,836,950,996,974,778,1118
"G53043955","2018","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",26254,621,505,802,765,1229,824,1138,1073,754,2281,3342,3539,3811,1879,2698,993,"Marysville city, Washington",1624,429,358,470,426,789,463,717,623,408,882,1256,897,1001,689,999,500
"G53053545","2018","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",20988,804,669,939,500,1051,1829,1400,507,1298,2194,2705,2302,2143,611,1340,696,"Pasco city, Washington",1104,503,434,551,318,508,773,720,297,615,1002,927,839,737,399,563,368
"G53057535","2018","WA",,,"Washington","53",,,"Redmond city","57535",,,,,,,,,,,,,,,,"16000US5357535","Redmond city, Washington",26496,535,313,400,499,457,192,385,920,698,950,1773,2297,2979,2470,4302,7326,"Redmond city, Washington",1001,299,268,276,457,302,184,286,603,413,514,706,604,825,821,969,978
"G53057745","2018","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",39951,1531,741,1010,1256,1212,960,1803,891,1061,3552,5005,6739,5263,2296,3111,3520,"Renton city, Washington",2282,588,539,617,644,635,624,774,377,511,1045,1135,1138,1107,771,768,857
"G53061115","2018","WA",,,"Washington","53",,,"Sammamish city","61115",,,,,,,,,,,,,,,,"16000US5361115","Sammamish city, Washington",21839,230,39,324,69,53,295,0,124,164,552,583,1686,2270,2501,2985,9964,"Sammamish city, Washington",775,228,63,289,115,86,231,204,155,165,352,354,609,813,773,739,1157
"G53063000","2018","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",338002,19313,11535,7380,8706,10344,8475,7877,10243,10003,17433,26988,37934,32419,28170,38165,63017,"Seattle city, Washington",5763,2554,2111,1676,1667,1741,1463,1959,1721,1444,2202,2818,3383,3243,2600,3286,3859
"G53067000","2018","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",92562,7539,4907,4878,4701,3922,4873,4325,3838,3861,7354,12475,12516,6493,4005,2768,4107,"Spokane city, Washington",2857,1393,1290,1121,1170,937,1230,1010,991,961,1394,2042,1549,1355,853,723,994
"G53067167","2018","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",39724,1688,2010,1422,2402,1545,2556,2976,1751,2271,2613,5271,5787,3571,1729,1109,1023,"Spokane Valley city, Washington",1852,675,885,576,793,668,870,981,829,869,900,1208,1300,1049,615,464,456
"G53070000","2018","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",85676,4018,2699,3825,3026,3441,3153,2859,4990,4634,7229,9391,10778,10189,4916,5583,4945,"Tacoma city, Washington",3417,997,1053,1245,911,1030,822,870,1182,1268,1239,1521,1565,1506,1025,1086,900
"G53074060","2018","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",73966,3760,2863,2319,3260,2352,3771,3136,4422,3462,6361,9488,9190,6180,4836,4570,3996,"Vancouver city, Washington",2280,1004,889,721,880,836,978,918,1233,878,1258,1409,1361,1438,851,1075,872
"G53080010","2018","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",34526,3020,2100,2460,2054,1510,732,2186,2282,1208,2588,3804,4508,1876,1737,1497,964,"Yakima city, Washington",1613,961,795,929,700,667,433,894,775,634,775,1071,1248,583,783,664,380
"G55002375","2018","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",29864,800,1159,1277,1714,1217,1646,1033,1440,1361,3279,3100,4681,3272,1453,1341,1091,"Appleton city, Wisconsin",1235,349,494,709,589,509,674,420,443,541,838,783,917,741,505,469,369
"G55022300","2018","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",27185,2127,923,936,1630,1433,1236,1120,918,1228,2673,3617,3513,3113,1355,873,490,"Eau Claire city, Wisconsin",1401,799,570,441,675,710,631,553,454,524,871,910,801,709,605,336,300
"G55031000","2018","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",41272,1978,2721,1985,1770,2788,2499,2251,1941,1953,3875,4977,4913,3972,1354,1139,1156,"Green Bay city, Wisconsin",1833,604,893,650,626,830,777,647,546,577,875,992,1056,910,437,436,557
"G55039225","2018","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",37135,1858,2632,1006,1963,1085,2493,2524,1516,1463,2858,4739,4656,3062,2017,1849,1414,"Kenosha city, Wisconsin",1504,617,803,438,780,418,822,833,579,509,868,1067,979,770,657,510,620
"G55048000","2018","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",111663,7517,3721,3369,5288,4088,4596,5152,4263,5842,7731,13540,14242,10314,6845,7682,7473,"Madison city, Wisconsin",2923,1568,1124,959,1177,892,1197,1121,1120,1314,1195,1669,1659,1531,1099,1294,1112
"G55053000","2018","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",231041,23536,18176,12911,16314,13281,13277,12690,12330,10398,17626,23137,24333,14897,7876,6343,3916,"Milwaukee city, Wisconsin",3287,2344,1937,1878,2037,1655,1575,1758,1779,1700,2106,2163,2140,1944,1304,974,720
