GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RNGE001,RNGE002,RNGE003,RNGE004,RNGE005,RNGE006,RNGE007,RNGE008,RNGE009,RNGE010,RNGE011,RNGE012,RNGE013,RNGE014,RNGE015,RNGE016,RNGE017,NAME_M,RNGM001,RNGM002,RNGM003,RNGM004,RNGM005,RNGM006,RNGM007,RNGM008,RNGM009,RNGM010,RNGM011,RNGM012,RNGM013,RNGM014,RNGM015,RNGM016,RNGM017
"G5300350","2005-2009","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",91917,5127,2872,4040,3931,4537,4216,4397,4405,4609,8342,11094,13028,8265,5195,4741,3118,"Kitsap County, Washington",917,459,363,414,457,534,444,455,421,509,484,738,663,505,464,444,330
"G5300370","2005-2009","WA",,,"Washington","53","Kittitas County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53037","Kittitas County, Washington",15618,2245,1094,1053,781,804,951,740,696,623,1373,1392,1909,985,445,313,214,"Kittitas County, Washington",427,351,215,260,152,202,196,142,182,131,219,189,261,180,109,102,72
"G5300390","2005-2009","WA",,,"Washington","53","Klickitat County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53039","Klickitat County, Washington",8249,835,578,652,696,541,616,379,419,509,636,700,896,367,145,176,104,"Klickitat County, Washington",215,213,194,168,181,151,159,112,134,146,161,141,179,98,58,81,56
"G5300410","2005-2009","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",28297,1868,1820,2029,1869,1791,1573,1715,1597,1423,3054,3143,3169,1525,748,685,288,"Lewis County, Washington",452,284,276,296,293,218,237,249,212,229,348,291,323,206,152,165,85
"G5300430","2005-2009","WA",,,"Washington","53","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53043","Lincoln County, Washington",4504,245,305,372,281,370,234,241,267,292,455,400,464,296,72,109,101,"Lincoln County, Washington",121,58,73,81,64,79,61,54,60,71,81,79,65,81,30,47,47
"G5300450","2005-2009","WA",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53045","Mason County, Washington",20194,1860,1167,913,1054,1150,1189,1003,1010,965,1959,2364,2756,1222,742,623,217,"Mason County, Washington",563,312,221,181,208,198,221,179,190,229,267,259,350,204,154,172,78
"G5300470","2005-2009","WA",,,"Washington","53","Okanogan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53047","Okanogan County, Washington",15046,1686,1236,998,1329,1072,628,904,844,727,1509,1406,1268,631,420,141,247,"Okanogan County, Washington",453,280,224,193,250,191,148,221,191,195,254,260,225,126,146,62,89
"G5300490","2005-2009","WA",,,"Washington","53","Pacific County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53049","Pacific County, Washington",9498,1050,791,579,522,747,514,708,556,414,782,907,1042,460,164,185,77,"Pacific County, Washington",392,169,181,171,145,170,124,163,136,114,172,136,184,131,66,83,47
"G5300510","2005-2009","WA",,,"Washington","53","Pend Oreille County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53051","Pend Oreille County, Washington",5101,518,503,399,364,314,366,268,306,251,313,464,456,345,71,65,98,"Pend Oreille County, Washington",235,128,118,113,99,102,107,87,115,102,82,124,102,101,48,46,64
"G5300530","2005-2009","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",291323,18297,12563,12182,12765,13429,14586,15584,14838,14199,25412,33982,42464,26709,14376,12021,7916,"Pierce County, Washington",1989,1055,766,750,767,706,863,806,852,769,1162,1202,1370,980,638,675,565
"G5300550","2005-2009","WA",,,"Washington","53","San Juan County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53055","San Juan County, Washington",7357,378,423,482,429,356,380,346,340,407,722,867,888,461,223,227,428,"San Juan County, Washington",200,73,81,84,89,65,62,67,67,82,109,108,105,76,52,58,74
"G5300570","2005-2009","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",43713,2633,2190,1921,2366,1975,2816,1867,2221,2282,4450,5296,6018,3236,1957,1380,1105,"Skagit County, Washington",605,298,272,257,308,297,325,251,251,275,399,381,409,275,244,227,192
"G5300590","2005-2009","WA",,,"Washington","53","Skamania County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53059","Skamania County, Washington",4283,294,304,188,203,367,219,245,250,261,401,595,456,240,143,80,37,"Skamania County, Washington",117,93,98,68,94,128,83,87,81,94,88,138,113,103,52,36,27
"G5300610","2005-2009","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",259142,11655,8238,8614,10561,10309,11560,11480,12830,11182,22760,31852,40485,28316,16507,13856,8937,"Snohomish County, Washington",1398,816,591,638,763,619,788,729,843,725,1207,1202,1235,976,804,798,637
"G5300630","2005-2009","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",181768,14306,10617,10670,10893,11024,10852,10487,9855,8853,16166,19867,21767,11255,5653,4948,4555,"Spokane County, Washington",1210,801,840,691,784,630,665,664,631,635,686,929,775,634,416,490,332
"G5300650","2005-2009","WA",,,"Washington","53","Stevens County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53065","Stevens County, Washington",15720,1434,993,993,1106,998,1086,928,800,948,1285,1655,1734,891,374,307,188,"Stevens County, Washington",314,203,174,197,153,155,184,155,125,175,177,249,265,146,127,92,59
"G5300670","2005-2009","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",94040,4690,3766,4089,4450,4184,4776,4631,3985,4295,8670,11627,13670,9156,5197,4054,2800,"Thurston County, Washington",857,463,491,481,542,502,427,524,409,405,658,757,688,516,396,375,289
"G5300690","2005-2009","WA",,,"Washington","53","Wahkiakum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53069","Wahkiakum County, Washington",1699,137,70,76,150,122,118,209,102,96,109,154,210,45,17,42,42,"Wahkiakum County, Washington",94,71,36,55,74,65,54,98,42,54,57,58,73,34,15,44,37
"G5300710","2005-2009","WA",,,"Washington","53","Walla Walla County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53071","Walla Walla County, Washington",20724,1617,1604,1363,1281,1159,1322,1179,1010,1193,1705,1947,2328,1457,664,479,416,"Walla Walla County, Washington",488,219,299,267,244,231,241,228,199,222,247,244,302,241,158,124,121
"G5300730","2005-2009","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",75775,6255,4718,3972,4629,4621,4083,4089,3735,3191,6500,8086,10029,5204,2807,1938,1918,"Whatcom County, Washington",766,581,452,466,441,474,486,442,424,396,596,516,634,455,300,271,288
"G5300750","2005-2009","WA",,,"Washington","53","Whitman County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53075","Whitman County, Washington",15581,2982,1550,1109,916,776,856,648,602,628,835,1292,1468,950,461,268,240,"Whitman County, Washington",491,416,270,240,194,174,177,166,138,166,165,186,215,172,111,71,78
"G5300770","2005-2009","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",77816,6267,5698,5604,5485,4776,4404,4718,4697,3768,6940,8340,8396,4110,1999,1393,1221,"Yakima County, Washington",729,611,471,526,559,542,407,543,518,425,553,667,610,426,294,233,203
"G5400010","2005-2009","WV",,,"West Virginia","54","Barbour County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54001","Barbour County, West Virginia",6107,794,695,609,469,420,300,377,387,260,503,544,519,129,38,40,23,"Barbour County, West Virginia",245,168,172,128,107,103,83,102,114,75,119,141,127,45,42,30,22
"G5400030","2005-2009","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",38157,2162,2142,2115,1675,1556,2786,1778,2211,1631,3568,4712,5849,3021,1342,942,667,"Berkeley County, West Virginia",562,430,362,317,295,239,444,316,362,244,447,389,573,346,247,231,135
"G5400050","2005-2009","WV",,,"West Virginia","54","Boone County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54005","Boone County, West Virginia",10565,1411,604,1094,710,521,554,554,526,307,783,1137,1264,657,300,94,49,"Boone County, West Virginia",239,246,147,202,138,150,130,159,136,89,174,210,217,168,141,63,41
"G5400070","2005-2009","WV",,,"West Virginia","54","Braxton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54007","Braxton County, West Virginia",6138,812,553,552,614,525,295,415,341,313,317,473,529,248,92,43,16,"Braxton County, West Virginia",282,162,131,129,171,112,87,117,106,107,107,132,146,119,62,32,18
"G5400090","2005-2009","WV",,,"West Virginia","54","Brooke County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54009","Brooke County, West Virginia",10006,719,497,664,855,770,671,781,509,491,936,1039,1001,687,129,165,92,"Brooke County, West Virginia",308,160,122,157,214,214,183,205,129,126,182,187,167,165,78,65,48
"G5400110","2005-2009","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",40671,5585,3529,3577,2813,3259,2344,2253,1719,1480,2928,3325,3644,1855,798,847,715,"Cabell County, West Virginia",618,501,365,392,330,434,338,315,267,275,351,343,373,289,158,189,137
"G5400130","2005-2009","WV",,,"West Virginia","54","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54013","Calhoun County, West Virginia",3135,328,342,475,307,225,229,192,180,157,262,176,84,88,15,57,18,"Calhoun County, West Virginia",179,97,114,124,102,86,83,74,81,66,86,101,44,55,23,56,20
"G5400150","2005-2009","WV",,,"West Virginia","54","Clay County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54015","Clay County, West Virginia",3834,749,324,298,225,276,260,200,231,74,328,290,324,191,0,24,40,"Clay County, West Virginia",212,168,112,119,88,114,110,93,85,48,90,89,128,88,119,30,52
"G5400170","2005-2009","WV",,,"West Virginia","54","Doddridge County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54017","Doddridge County, West Virginia",2839,376,268,358,179,195,218,185,200,264,186,107,167,94,16,2,24,"Doddridge County, West Virginia",168,108,91,117,76,86,85,72,111,112,82,49,72,57,20,4,25
"G5400190","2005-2009","WV",,,"West Virginia","54","Fayette County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54019","Fayette County, West Virginia",18887,2087,2002,1948,1390,1458,1183,1179,934,717,1664,1807,1254,651,303,163,147,"Fayette County, West Virginia",419,279,295,258,254,240,190,218,252,154,275,241,230,176,101,64,76
"G5400210","2005-2009","WV",,,"West Virginia","54","Gilmer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54021","Gilmer County, West Virginia",2207,470,170,330,145,119,175,75,110,78,156,172,133,51,2,11,10,"Gilmer County, West Virginia",359,184,94,138,73,61,74,48,60,46,67,73,51,37,7,13,13
"G5400230","2005-2009","WV",,,"West Virginia","54","Grant County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54023","Grant County, West Virginia",5209,444,534,377,539,411,349,344,219,210,449,449,632,177,19,38,18,"Grant County, West Virginia",239,132,151,103,147,106,129,111,88,85,123,136,177,77,18,28,19
"G5400250","2005-2009","WV",,,"West Virginia","54","Greenbrier County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54025","Greenbrier County, West Virginia",15503,2085,1278,1224,1267,1243,1296,1014,802,597,1204,1419,1076,387,268,233,110,"Greenbrier County, West Virginia",408,301,222,217,255,226,245,196,152,152,181,228,168,126,123,116,71
"G5400270","2005-2009","WV",,,"West Virginia","54","Hampshire County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54027","Hampshire County, West Virginia",8851,785,788,829,831,765,462,587,447,508,619,966,635,366,165,68,30,"Hampshire County, West Virginia",353,170,171,197,177,193,151,160,192,142,180,174,152,115,91,51,32
"G5400290","2005-2009","WV",,,"West Virginia","54","Hancock County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54029","Hancock County, West Virginia",13429,1037,1069,1057,991,994,965,732,774,682,984,1392,1306,737,234,320,155,"Hancock County, West Virginia",265,223,200,214,227,202,203,171,152,186,198,240,169,142,96,107,73
"G5400310","2005-2009","WV",,,"West Virginia","54","Hardy County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54031","Hardy County, West Virginia",4795,458,337,504,441,397,271,250,280,204,446,442,466,185,50,43,21,"Hardy County, West Virginia",276,140,97,129,115,133,105,98,100,85,143,130,137,77,42,42,24
"G5400330","2005-2009","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",28210,3239,2178,2178,2139,1715,1544,1279,1728,1357,2418,2442,2887,1539,824,439,304,"Harrison County, West Virginia",416,368,288,292,274,245,249,233,263,231,331,289,305,197,169,110,91
"G5400350","2005-2009","WV",,,"West Virginia","54","Jackson County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54035","Jackson County, West Virginia",11251,1062,973,717,796,599,726,450,555,624,1158,1168,1244,686,249,119,125,"Jackson County, West Virginia",330,224,225,203,200,176,195,132,138,153,241,245,194,166,102,79,60
"G5400370","2005-2009","WV",,,"West Virginia","54","Jefferson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54037","Jefferson County, West Virginia",19491,901,676,775,584,953,1018,969,821,937,1441,2447,2966,1969,886,1260,888,"Jefferson County, West Virginia",399,213,127,215,150,232,239,239,209,204,293,362,344,260,160,218,180
"G5400390","2005-2009","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",83590,7641,5931,5424,5698,5384,5311,4916,5139,4140,7033,7959,8947,4235,1900,1887,2045,"Kanawha County, West Virginia",924,734,522,524,539,464,476,504,448,434,508,510,627,339,213,307,258
"G5400410","2005-2009","WV",,,"West Virginia","54","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54041","Lewis County, West Virginia",6820,859,806,517,569,447,484,344,484,318,462,609,462,238,129,26,66,"Lewis County, West Virginia",334,175,194,125,146,140,111,109,152,122,105,152,136,95,68,24,46
"G5400430","2005-2009","WV",,,"West Virginia","54","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54043","Lincoln County, West Virginia",8807,1262,1092,810,714,612,431,431,395,595,937,549,524,209,78,58,110,"Lincoln County, West Virginia",275,231,201,231,178,137,115,137,130,173,176,124,161,91,53,57,90
"G5400450","2005-2009","WV",,,"West Virginia","54","Logan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54045","Logan County, West Virginia",15261,1885,1338,1303,1140,1285,822,1014,868,818,1349,1106,1230,512,332,172,87,"Logan County, West Virginia",299,298,254,207,231,233,207,226,201,230,215,198,258,153,143,82,52
"G5400470","2005-2009","WV",,,"West Virginia","54","McDowell County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54047","McDowell County, West Virginia",9492,2036,1392,1008,991,764,599,542,444,298,421,431,314,108,64,60,20,"McDowell County, West Virginia",367,261,216,204,188,180,169,165,161,100,137,120,89,56,43,60,24
"G5400490","2005-2009","WV",,,"West Virginia","54","Marion County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54049","Marion County, West Virginia",23166,2611,1863,1933,1889,1798,1444,1126,1213,1050,1704,2164,2155,1159,593,280,184,"Marion County, West Virginia",480,296,244,245,284,251,213,220,188,201,215,259,278,180,124,90,74
"G5400510","2005-2009","WV",,,"West Virginia","54","Marshall County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54051","Marshall County, West Virginia",14155,1354,1477,1062,1201,967,1176,820,689,624,1158,1298,1341,599,214,112,63,"Marshall County, West Virginia",355,239,253,204,261,195,235,186,168,160,211,234,233,149,104,56,46
"G5400530","2005-2009","WV",,,"West Virginia","54","Mason County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54053","Mason County, West Virginia",10715,1335,894,994,844,659,675,810,564,413,585,985,1186,366,167,134,104,"Mason County, West Virginia",346,203,192,222,170,161,171,151,140,173,141,211,236,120,80,73,66
"G5400550","2005-2009","WV",,,"West Virginia","54","Mercer County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54055","Mercer County, West Virginia",25632,3677,2540,2483,1938,1686,1698,1706,1162,1325,1816,2017,1870,892,358,266,198,"Mercer County, West Virginia",505,474,338,323,273,271,290,314,226,255,269,299,294,204,135,118,81
"G5400570","2005-2009","WV",,,"West Virginia","54","Mineral County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54057","Mineral County, West Virginia",11306,1077,644,841,967,852,746,744,665,560,887,1113,1092,514,274,151,179,"Mineral County, West Virginia",386,210,151,158,260,197,159,201,155,150,180,192,199,141,113,90,86
"G5400590","2005-2009","WV",,,"West Virginia","54","Mingo County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54059","Mingo County, West Virginia",11591,1525,1313,1047,1087,854,427,762,605,543,772,849,1187,322,145,69,84,"Mingo County, West Virginia",307,225,249,232,228,212,138,174,161,149,184,208,229,127,77,46,58
"G5400610","2005-2009","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",31661,5316,2365,2135,1766,1663,1772,1459,1256,1449,2211,2580,3273,1679,1050,764,923,"Monongalia County, West Virginia",608,548,330,317,222,231,278,224,222,241,277,264,300,185,155,139,150
"G5400630","2005-2009","WV",,,"West Virginia","54","Monroe County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54063","Monroe County, West Virginia",5534,352,522,542,417,403,238,381,352,302,568,523,491,213,70,160,0,"Monroe County, West Virginia",252,116,154,141,108,116,92,116,119,105,139,151,123,94,49,108,119
"G5400650","2005-2009","WV",,,"West Virginia","54","Morgan County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54065","Morgan County, West Virginia",6857,561,549,517,569,406,489,417,403,337,763,674,625,347,103,83,14,"Morgan County, West Virginia",372,166,150,155,186,163,167,118,168,106,162,198,151,125,62,66,17
"G5400670","2005-2009","WV",,,"West Virginia","54","Nicholas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54067","Nicholas County, West Virginia",10247,1088,968,905,617,668,583,540,719,559,932,803,950,591,157,40,127,"Nicholas County, West Virginia",306,210,221,178,165,163,145,140,186,158,216,204,180,165,100,43,81
"G5400690","2005-2009","WV",,,"West Virginia","54","Ohio County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54069","Ohio County, West Virginia",19797,2084,1849,1275,1515,1357,1237,1015,1062,925,1624,1868,1834,957,314,434,447,"Ohio County, West Virginia",431,308,270,179,293,199,187,190,178,172,222,250,230,174,91,138,101
"G5400710","2005-2009","WV",,,"West Virginia","54","Pendleton County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54071","Pendleton County, West Virginia",3717,400,421,237,189,363,220,329,85,142,214,566,271,202,40,38,0,"Pendleton County, West Virginia",209,133,134,88,90,136,97,188,60,71,85,161,85,94,40,39,119
"G5400730","2005-2009","WV",,,"West Virginia","54","Pleasants County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54073","Pleasants County, West Virginia",2597,216,179,145,305,167,238,46,104,101,267,321,335,112,43,18,0,"Pleasants County, West Virginia",166,69,75,45,86,70,70,26,53,47,79,116,101,45,33,16,119
"G5400750","2005-2009","WV",,,"West Virginia","54","Pocahontas County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54075","Pocahontas County, West Virginia",3600,327,266,351,319,341,423,200,162,171,310,280,285,39,76,19,31,"Pocahontas County, West Virginia",244,116,83,101,116,104,126,79,66,52,88,106,109,29,50,25,40
"G5400770","2005-2009","WV",,,"West Virginia","54","Preston County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54077","Preston County, West Virginia",11946,1057,901,1122,921,811,862,769,748,448,1101,1259,1166,334,301,103,43,"Preston County, West Virginia",277,175,167,188,176,202,167,159,170,107,201,187,172,95,100,63,29
"G5400790","2005-2009","WV",,,"West Virginia","54","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54079","Putnam County, West Virginia",21282,1384,1104,1110,1564,1148,1194,933,1057,980,1658,2316,3083,1604,959,683,505,"Putnam County, West Virginia",402,318,200,234,281,236,287,204,249,189,246,303,370,249,211,152,159
"G5400810","2005-2009","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",32221,3477,3105,2671,2416,1893,1922,1358,1811,1732,2591,3308,3249,1263,569,355,501,"Raleigh County, West Virginia",666,446,458,370,331,296,313,281,318,315,356,403,468,235,166,137,140
"G5400830","2005-2009","WV",,,"West Virginia","54","Randolph County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54083","Randolph County, West Virginia",11261,1366,1178,999,789,820,575,738,559,591,1155,1011,824,368,65,105,118,"Randolph County, West Virginia",356,237,242,209,191,185,148,170,142,150,199,218,163,124,44,59,66
