GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAACE001,AAACE002,AAACE003,AAACE004,AAACE005,AAACE006,AAACE007,AAACE008,AAACE009,AAACE010,AAACE011,AAACE012,AAACE013,AAACE014,AAACE015,AAACE016,AAACE017,AAACE018,AAACE019,AAACE020,AAACE021,AAACE022,AAACE023,AAACE024,AAACE025,AAACE026,AAACE027,AAACE028,AAACE029,AAACE030,AAACE031,AAACE032,AAACE033,AAACE034,AAACE035,AAACE036,AAACE037,AAACE038,AAACE039,AAACE040,AAACE041,AAACE042,AAACE043,AAACE044,AAACE045,AAACE046,AAACE047,AAACE048,AAACE049,NAME_M,AAACM001,AAACM002,AAACM003,AAACM004,AAACM005,AAACM006,AAACM007,AAACM008,AAACM009,AAACM010,AAACM011,AAACM012,AAACM013,AAACM014,AAACM015,AAACM016,AAACM017,AAACM018,AAACM019,AAACM020,AAACM021,AAACM022,AAACM023,AAACM024,AAACM025,AAACM026,AAACM027,AAACM028,AAACM029,AAACM030,AAACM031,AAACM032,AAACM033,AAACM034,AAACM035,AAACM036,AAACM037,AAACM038,AAACM039,AAACM040,AAACM041,AAACM042,AAACM043,AAACM044,AAACM045,AAACM046,AAACM047,AAACM048,AAACM049
"G48003000","2014","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",200246,97198,8027,8224,6399,4402,2730,1299,1452,4840,7483,8184,6682,5422,5391,5879,5859,1853,2549,1481,2126,3025,1585,1099,1207,103048,7954,9341,6047,3896,2199,1359,1012,5192,8169,7339,5437,7035,5971,5940,6905,1853,2506,1828,2782,3473,3166,1928,1716,"Amarillo city, Texas",1710,1771,670,1101,1158,532,636,716,721,987,660,831,997,1119,829,731,941,520,809,360,545,603,498,370,480,1502,585,1102,1034,469,459,472,502,792,648,594,920,1042,705,633,1145,653,666,670,575,693,618,434,544
"G48004000","2014","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",383202,189540,13433,15152,14675,9924,6147,1987,4626,7902,15959,9984,14592,11996,12681,13029,11764,4469,5512,2935,3826,3741,2490,1559,1157,193662,11753,12828,16261,9206,5468,3536,2922,9210,15947,12491,13128,12470,12123,12552,13288,4302,4743,3869,3875,5830,2930,2750,2180,"Arlington city, Texas",52,4804,2062,2298,2271,1576,1189,885,1368,1723,2130,1926,2412,1804,1737,2009,1633,1292,1261,848,1102,822,664,572,434,4805,2006,1699,2011,1668,1126,1180,772,1601,1982,2024,1690,2007,1554,1506,1493,1100,1037,965,971,1124,766,780,629
"G48004462","2014","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",73017,34918,1918,2763,2220,1358,824,491,575,1296,1561,4956,2709,2759,2111,2415,2028,1180,706,898,674,345,373,466,292,38099,3347,3653,3764,1333,166,559,291,464,1685,3637,3538,2771,2611,2641,2651,784,828,520,750,962,574,204,366,"Atascocita CDP, Texas",8473,3973,820,947,927,665,539,445,404,711,609,1493,1089,1108,817,954,780,557,436,476,458,281,283,364,372,5522,1365,1450,1415,694,268,510,304,474,665,914,1347,1226,1196,923,974,485,515,330,436,619,407,204,377
"G48005000","2014","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",912798,463088,32266,28651,24744,13596,12124,9041,7654,22905,55248,48212,43954,34470,29253,26921,21837,8671,11841,6191,6222,8669,3978,3346,3294,449710,31466,29179,22899,13597,11963,7708,8172,22493,50371,46007,34649,33468,24849,27532,24930,7830,11592,5999,8353,9813,6416,5316,5108,"Austin city, Texas",79,3836,2000,2356,2402,1446,1047,2278,1456,2550,2233,1976,2742,2974,1787,1760,1920,1467,1498,1016,1115,1159,899,700,825,3831,1832,2576,2738,1093,1493,1730,1709,1984,2017,2068,2289,2460,1590,1606,2024,1391,1421,875,1064,1029,1018,1121,881
"G48006128","2014","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",75670,39187,2902,3019,3648,2178,484,378,812,2043,3185,3527,1964,1731,2638,2382,937,997,1436,692,1130,1527,495,435,647,36483,3203,3062,2412,1330,962,222,1236,1370,1922,2448,2578,2389,1571,1850,2324,857,1291,811,834,1124,1269,979,439,"Baytown city, Texas",1543,2234,953,1128,1221,1014,423,415,645,950,1161,1251,829,618,949,794,455,544,801,513,601,642,332,266,448,2137,1259,1093,688,621,530,308,746,575,705,934,986,860,644,602,886,467,641,363,451,500,525,478,235
"G48007000","2014","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",117576,57560,3897,4600,3261,2027,2207,1355,1151,2797,5119,3687,5155,2515,2632,4565,3759,1238,1688,1235,1223,1093,1177,733,446,60016,4097,4559,4396,2225,1263,745,659,3172,4011,4018,4523,2999,3064,3607,4236,1237,2056,1038,1980,1467,1506,1034,2124,"Beaumont city, Texas",44,1860,762,1013,859,514,256,703,610,996,978,854,1136,837,802,647,834,550,637,535,606,430,501,376,260,1863,739,1157,886,513,534,385,450,605,765,771,774,773,676,791,978,499,795,646,562,413,495,545,604
"G48010768","2014","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",183016,89237,8074,7228,8143,4965,3066,2124,1898,5256,5655,5292,5447,5863,5338,5044,3518,1198,1697,1459,2059,1757,1767,904,1485,93779,7688,6517,9025,4478,2932,2170,1746,3335,5730,6121,5029,7112,6685,5625,4732,1249,2512,1777,2254,2036,1947,992,2087,"Brownsville city, Texas",112,2599,1419,1372,1526,838,651,965,825,1171,1049,967,1257,1280,1015,885,1038,599,524,496,612,535,608,427,620,2600,1203,1475,1360,1028,760,808,815,1011,979,1029,1110,1069,908,976,1132,548,822,485,614,590,653,317,528
"G48010912","2014","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",80916,39436,2868,3189,3237,938,1567,1055,1233,1844,3310,4248,2879,1961,2227,2644,1242,754,790,870,582,866,332,547,253,41480,2956,3443,2563,781,376,597,2052,2635,4113,3022,2556,2859,3174,2131,2274,541,982,569,804,1266,749,541,496,"Bryan city, Texas",24,1601,660,904,897,360,820,971,614,858,1002,756,808,776,757,563,562,462,507,454,336,458,235,343,230,1604,551,927,725,463,304,493,1100,823,772,710,985,895,575,685,645,310,487,367,388,460,344,350,326
"G48013024","2014","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",128342,63091,4297,5376,4457,2815,1290,385,850,2036,4314,4842,4345,4801,4940,5704,3245,1833,2192,1173,1278,1553,656,393,316,65251,4392,3827,3689,2826,1596,722,777,2897,4841,5712,4847,5231,4670,5022,3815,1926,2157,698,1122,1514,1295,1285,390,"Carrollton city, Texas",53,1985,1118,1004,1034,774,478,308,473,746,1107,1193,853,947,1007,1101,797,582,788,417,365,520,307,233,212,1981,1076,1087,876,735,616,401,469,1011,1103,1124,990,1196,770,1126,754,678,628,283,386,584,420,556,264
"G48015976","2014","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",103486,53916,2698,2731,2084,1463,6449,3700,6768,6758,4962,3537,2097,2101,1696,1054,1652,886,835,404,458,704,556,223,100,49570,2963,1758,1821,1642,6021,3637,5041,5528,4151,3333,1869,1623,1682,1614,1328,885,972,344,578,839,645,636,660,"College Station city, Texas",28,1870,712,894,714,738,944,1421,1806,1841,844,828,864,703,696,454,553,458,340,248,225,290,252,222,117,1869,703,672,614,454,711,1135,1383,1459,768,739,630,627,525,593,380,372,430,207,317,346,381,314,337
"G48016432","2014","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",65873,35443,2307,2279,2873,1754,443,469,0,2471,3311,3038,2198,2736,2558,2748,1817,395,629,440,404,729,522,898,424,30430,1774,2496,2324,1509,1047,690,797,707,1157,2324,2638,1940,2417,2307,1337,683,373,507,159,1028,678,1114,424,"Conroe city, Texas",27,1859,1035,849,830,735,333,324,211,1643,1317,1029,884,1012,1022,815,653,372,460,409,374,365,560,595,348,1861,652,982,977,923,683,609,670,491,726,826,998,815,869,936,653,503,239,444,171,427,506,595,336
"G48017000","2014","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",320431,156694,11133,12056,10663,6281,4432,2948,1673,7576,12309,11489,9936,10640,9004,10533,8754,4429,4969,3358,2910,5088,2628,2068,1817,163737,11260,10507,12343,6817,4468,2517,1874,7051,12088,11325,10075,10206,9610,10548,9321,4796,5950,3372,4339,4754,3854,3546,3116,"Corpus Christi city, Texas",22,1699,966,1556,1525,702,407,910,811,1033,745,526,1253,1381,678,740,1268,940,983,802,703,859,667,546,632,1700,711,1382,1509,686,310,776,804,953,602,777,1374,1387,594,931,1203,1028,1060,759,951,896,784,768,753
"G48019000","2014","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",1281031,637627,54970,47676,44381,25935,15404,8589,8857,30522,59806,57436,46640,46325,41288,38822,33248,11357,15531,8287,9184,14152,7881,6163,5173,643404,49449,49463,42266,21278,14991,6595,9091,36820,59705,55787,46195,43015,38004,37543,33175,12882,17207,8972,13014,16686,13387,8383,9496,"Dallas city, Texas",70,5340,3056,3501,3463,1931,1892,1537,1656,2865,3159,2811,3516,3263,2569,2314,2637,1665,1321,1232,1132,1485,1034,998,800,5335,2874,3485,3538,1979,2889,1546,1949,3169,2648,2991,3021,3480,2753,2629,2691,1641,2029,1373,1543,1879,1344,1156,1339
"G48019972","2014","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",128200,63524,4082,3466,3347,1795,3465,2010,1888,5838,7862,5282,4971,4205,2974,2261,2304,1256,1291,1547,1013,1373,725,407,162,64676,3730,2784,3611,2400,4599,1883,3766,4256,4819,4881,4452,3152,3726,3383,3415,1367,1590,1172,1368,1951,871,786,714,"Denton city, Texas",35,2666,1151,1296,1074,812,1020,794,736,1387,1401,1346,1281,1117,908,734,775,629,560,569,374,508,374,245,161,2670,1157,860,900,698,894,788,1226,1122,1127,1040,1132,960,918,962,1052,596,549,502,506,672,439,417,403
"G48022660","2014","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",83017,37823,4100,2210,4714,2856,1743,860,524,1041,3526,2061,2739,3099,2170,1400,1076,695,490,865,347,310,336,475,186,45194,3877,3764,4166,2619,3036,556,1549,2051,2729,2208,4589,1756,2604,2926,1558,656,718,404,741,587,597,437,1066,"Edinburg city, Texas",25,2351,1165,856,1577,853,984,627,447,711,1398,910,735,1017,829,723,573,560,436,428,268,234,279,381,222,2350,1344,1047,1344,906,1101,366,802,906,953,851,1182,663,888,1029,836,403,451,340,433,323,428,405,780
"G48024000","2014","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",679024,333618,28097,23461,28533,15441,11508,5907,5934,17961,25379,23269,20185,22381,18514,19517,17540,6253,9029,4827,5483,9483,7095,4432,3389,345406,24602,22477,26035,15220,9669,5805,5877,14725,23705,23335,19453,25303,21035,21743,22180,6612,9699,6056,7094,11561,9663,7447,6110,"El Paso city, Texas",50,3091,1526,2319,2361,1122,1184,1551,1441,1737,1625,1340,2143,2348,1200,964,1533,1332,1316,1056,1102,1292,935,943,789,3091,1709,2074,1970,821,851,1538,1549,1997,1276,1350,1670,1807,1080,799,1527,1177,1398,1162,1151,1234,1194,1098,991
"G48026232","2014","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",69419,33428,1858,2672,2523,2172,944,409,303,707,1181,1135,2304,2843,3397,3442,2763,611,835,423,1073,765,628,334,106,35991,1927,2300,3178,2138,700,519,408,881,1916,1528,2578,3011,3238,3962,3302,644,514,404,642,1216,599,94,292,"Flower Mound town, Texas",33,1093,642,655,610,557,390,297,238,337,451,517,711,596,611,672,648,272,335,223,446,431,337,232,116,1099,615,487,659,528,334,308,497,365,538,517,648,605,539,809,720,274,236,263,348,442,336,109,223
"G48027000","2014","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",812553,391912,30609,34086,30740,17002,10842,7155,6240,17092,30984,33211,27871,28235,25641,24924,22897,5620,8984,5214,7392,6458,5362,2567,2786,420641,34655,31786,31482,17834,12065,7190,5083,18705,31749,34346,30437,30421,26304,25013,23933,6933,9639,5350,7033,10255,8093,6412,5923,"Fort Worth city, Texas",2543,5580,2692,2821,2576,1979,1411,1310,1466,2322,2757,2548,2802,2731,1956,1714,2017,1356,1548,1016,1162,1130,1061,695,720,5088,2777,2847,3089,1855,1439,1879,1237,1974,2485,2644,3011,2794,2025,2250,2387,1254,1543,1109,1316,1270,1357,1023,1055
"G48027684","2014","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",145038,72350,5287,7170,8070,3783,1571,662,867,1392,2509,4577,6811,8371,6988,4576,2706,864,1388,289,1412,1687,967,276,127,72688,5066,7819,6407,4065,596,719,149,1572,2647,4667,8350,8617,6368,4639,3045,1080,1482,782,1691,1767,496,343,321,"Frisco city, Texas",45,1849,897,1318,1239,847,492,446,589,492,768,1028,1057,1425,965,949,699,400,421,181,566,672,356,220,148,1840,853,1366,871,973,402,421,152,556,765,881,1046,1139,1109,904,756,478,593,354,587,523,305,209,335
"G48029000","2014","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",235597,113647,8561,8321,9069,5619,3164,2278,1191,5406,6101,8028,6184,9270,6350,8917,7445,2283,3417,2510,2597,2513,2485,859,1079,121950,6087,10638,8163,6777,2973,1764,1716,4013,7740,6420,7695,9817,8170,8867,8919,2215,4206,2646,2626,4588,2288,1915,1707,"Garland city, Texas",600,3056,1809,1470,1607,1304,933,929,687,1199,1444,1615,1237,1625,1163,1461,1407,646,788,888,692,596,809,316,636,3096,1475,1820,1717,1515,1259,963,808,1288,1441,1278,1494,1708,1355,1645,1492,697,1072,764,712,981,686,732,599
"G48030464","2014","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",185415,93195,6275,8063,10668,4357,3043,1363,1311,4177,6620,7397,7745,5714,6330,5279,4626,2086,2134,1021,1260,1838,1010,296,582,92220,7538,5065,6252,4402,2907,2028,1439,3743,7219,8424,7624,7492,5356,5946,4308,1906,2787,1545,1371,1781,1407,664,1016,"Grand Prairie city, Texas",48,2647,1280,1518,1734,1247,1136,668,671,1276,1422,1572,1333,1274,1172,1301,1044,760,773,462,489,804,504,203,372,2657,1806,1069,1264,1164,1108,892,702,1005,1783,1567,1479,1533,1148,1223,1022,763,946,737,506,541,657,348,406
"G48032372","2014","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",65914,33012,3766,3755,2729,1328,1082,156,118,1794,1774,2879,2144,1459,958,1879,1781,265,737,796,698,1221,492,765,436,32902,3040,2734,2097,1959,409,769,81,1518,2384,2369,2440,1870,1320,1766,1842,871,743,899,411,784,946,892,758,"Harlingen city, Texas",30,1447,1218,847,930,548,441,165,158,667,649,741,813,619,386,670,599,201,316,333,438,519,276,412,305,1446,866,741,767,803,312,515,133,646,704,680,859,649,453,736,603,407,378,376,280,450,449,371,380
"G48035000","2014","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",2240796,1122825,90248,81775,77111,38822,28011,16763,17439,59789,109260,100541,85992,73360,73986,69402,61023,20818,25501,15510,18688,25366,15467,9831,8122,1117971,82660,78083,69351,42005,27132,15610,17721,57902,102576,91836,78393,79466,66477,65349,64706,23785,28578,19311,21302,28909,20762,18157,17900,"Houston city, Texas",2639,9194,4274,4783,4645,3011,2460,2408,2464,4147,4006,4282,4901,4016,3354,3384,4041,2655,2687,1750,2157,2297,1710,1589,1275,9843,4704,4629,4015,2732,2533,2491,2652,4100,4457,3641,4293,4418,3157,3192,4207,2044,2361,1966,2153,2276,1755,1897,1875
"G48037000","2014","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",232413,113101,11292,9901,8372,2608,2403,1622,1411,4913,11226,11319,10057,9043,7597,6094,4178,1319,2261,1345,998,2385,1224,859,674,119312,10874,10653,9104,3950,2187,1539,1217,4743,13743,11872,9531,6807,6992,5369,6198,1719,2523,2424,1102,2871,1485,973,1436,"Irving city, Texas",46,3178,1657,1528,1251,760,701,686,693,1037,1715,1758,1439,1264,1543,1109,895,397,700,455,414,751,487,336,335,3175,1841,1625,1536,1187,815,542,470,1098,1687,1565,1558,1350,1235,1016,976,445,633,781,376,906,466,373,563
"G48039148","2014","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",138143,68140,7792,5224,5080,2661,2045,879,1104,5922,7272,6189,4878,4523,3467,3512,2907,618,1224,517,461,691,334,535,305,70003,7545,4987,4133,1913,1260,1650,2052,4623,7593,5984,4471,5006,4354,4415,2590,1227,2008,695,943,918,406,585,645,"Killeen city, Texas",54,2230,1062,1122,1147,638,577,599,736,1500,1116,917,1225,1283,617,818,789,321,444,374,303,372,228,394,294,2223,1366,1001,1137,518,663,755,840,1002,1040,909,1069,862,884,895,764,641,751,374,391,309,253,342,383
"G48041464","2014","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",253747,122936,13223,11181,11817,6907,4243,2206,2429,5930,8664,8613,8802,7205,7364,6203,5094,1667,2944,1171,1902,2311,1322,1080,658,130811,12335,12473,11428,6726,4481,2414,1845,5688,8698,8131,8621,9009,8113,6700,6353,1870,3037,1983,2116,3193,2265,1512,1820,"Laredo city, Texas",2782,1606,428,1184,1129,459,317,735,655,719,308,378,999,1025,381,323,831,590,803,451,520,551,483,424,319,1499,389,1483,1381,231,277,740,677,830,267,367,949,962,245,422,791,602,728,555,539,600,627,620,523
"G48041980","2014","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",94287,47547,3618,3483,3952,1944,685,584,1397,2427,3092,3327,3033,4919,1956,3691,3262,1049,1072,846,1104,1167,539,218,182,46740,3150,3158,2801,3621,609,628,232,1401,3130,4065,4221,2121,3939,4496,2257,991,1353,791,839,578,1072,867,420,"League City city, Texas",784,2256,912,1100,1610,749,478,560,1180,923,1007,1076,1141,1333,688,923,982,687,816,461,602,597,386,260,246,2206,903,1091,901,1011,404,503,207,691,887,1070,1229,854,1008,987,709,614,670,566,535,402,576,557,272
"G48042508","2014","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",102283,49999,4181,3555,3027,2037,1627,603,512,2508,5563,3326,4304,2855,3787,3726,3186,584,971,805,823,1104,525,181,209,52284,4659,3940,2667,1094,772,411,398,3307,5518,4319,3824,3590,3484,3319,3283,737,1214,785,895,1184,1148,1132,604,"Lewisville city, Texas",207,2066,1018,927,915,691,728,481,427,1025,1305,1062,1091,829,993,996,889,349,340,445,349,508,307,169,225,2078,1069,1182,1012,415,385,276,274,944,1083,956,917,930,919,957,881,402,536,357,376,621,570,675,415
"G48043888","2014","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",84313,40687,4102,3161,2850,1897,763,1073,544,2215,2757,2504,2762,1573,1938,3388,2507,583,1066,423,811,1497,952,738,583,43626,3457,3294,2531,1455,1062,1502,805,1898,2706,2783,2492,2489,2329,3552,2105,454,1494,883,1300,1147,1398,1212,1278,"Longview city, Texas",2113,1767,792,858,825,633,249,602,395,847,601,797,863,568,565,851,612,382,507,278,456,598,331,318,321,1700,737,859,741,427,469,841,390,823,406,815,727,766,480,685,548,228,592,550,564,463,372,591,391
"G48045000","2014","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",243843,118620,8639,7940,7419,4078,6203,5114,3594,9424,9174,8993,7031,5940,5283,6818,5599,2353,2662,1813,2372,2985,2405,1718,1063,125223,7743,6942,9307,3923,6042,3673,4328,9162,9510,8831,7705,5823,6521,6307,7752,1971,3468,2414,2459,3381,2631,2652,2678,"Lubbock city, Texas",29,1386,880,1249,1228,535,442,1334,1164,1576,932,957,1083,990,828,621,699,646,603,666,663,617,560,471,419,1387,833,1372,1447,629,717,1064,1499,1419,800,633,1108,961,796,625,864,512,765,648,630,684,606,610,589
"G48045384","2014","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",138584,67120,7220,5117,5058,3554,1653,1607,743,2951,5289,5794,4544,5133,3545,3556,2810,1228,1179,1541,796,1372,1277,723,430,71464,4978,6367,6388,2529,1478,1606,679,1358,6040,6161,3595,6311,3888,4027,4816,1156,2243,1796,1388,1774,1234,852,800,"McAllen city, Texas",49,2987,1933,1394,1364,871,707,973,428,1059,1319,1543,1211,1167,1035,727,920,480,560,624,349,661,654,413,304,2986,1278,1402,1632,818,635,782,444,710,1229,1307,920,1416,1040,1000,1207,570,797,886,538,748,533,464,471
"G48045744","2014","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",156753,74082,6711,7494,6150,2982,1795,944,537,2333,5470,5783,6339,6890,5640,4748,2777,389,1702,841,1190,1349,785,684,549,82671,6441,6055,6569,4638,1307,442,1667,3041,5915,7256,6753,7383,5567,4824,2858,1814,1751,1127,1661,2117,1007,1227,1251,"McKinney city, Texas",60,2250,1233,1323,1367,1003,778,663,370,979,1086,1153,1018,1307,1044,1062,747,257,645,379,492,470,333,334,391,2250,1205,1387,1059,1002,582,377,1075,1341,1165,1135,1423,1291,1016,839,951,631,699,521,504,633,537,470,707
"G48047892","2014","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",144289,72107,5531,4570,5869,4001,3059,1323,527,3318,7557,4934,3821,3262,4139,5664,4883,2534,1715,736,1370,1385,743,740,426,72182,4495,4534,6136,3229,1807,345,1310,3484,4224,4768,5069,4720,5230,4903,4991,2133,2393,1045,1649,1691,1579,1320,1127,"Mesquite city, Texas",36,3684,1325,1381,1579,1183,1158,1055,380,1390,1638,1544,1150,1047,927,1030,973,1032,706,448,735,526,304,358,248,3689,1137,1028,1323,1199,770,263,892,1071,989,1087,1097,1208,1108,1173,1036,891,920,426,721,595,585,609,513
"G48048072","2014","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",128037,65000,5558,4455,5168,3111,1680,1434,655,3154,6833,5414,3736,4214,3369,3707,3659,1696,2195,963,848,913,905,678,655,63037,4539,5082,3908,2376,1493,1173,1397,2834,4794,5070,3041,4131,3518,4836,3755,2257,933,1093,1767,847,940,1875,1378,"Midland city, Texas",15,1329,721,859,966,447,373,699,390,797,522,751,866,939,482,419,842,741,866,477,423,425,377,387,296,1328,666,944,899,358,599,665,670,917,631,755,766,864,436,723,845,796,497,529,622,512,382,588,663
"G48048768","2014","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",82429,39620,4089,3601,4689,2603,1701,1167,449,1970,870,1744,3503,2146,978,2160,2213,460,1371,624,286,1286,1045,491,174,42809,3987,3115,4198,2244,887,369,726,1596,2675,3132,3080,3478,2491,1862,2437,340,755,419,892,2029,655,531,911,"Mission city, Texas",22,2464,1549,1053,1329,835,958,827,329,1080,592,878,1239,913,505,899,1049,333,718,462,308,640,477,304,248,2465,1405,1499,1313,940,518,335,601,785,1239,981,1000,1283,805,761,1018,343,459,277,433,841,341,530,417
