GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AQDCE001,AQDCE002,AQDCE003,AQDCE004,AQDCE005,AQDCE006,AQDCE007,AQDCE008,AQDCE009,AQDCE010,AQDCE011,AQDCE012,AQDCE013,AQDCE014,AQDCE015,AQDCE016,AQDCE017,AQDCE018,AQDCE019,AQDCE020,AQDCE021,AQDCE022,AQDCE023,AQDCE024,AQDCE025,AQDCE026,AQDCE027,NAME_M,AQDCM001,AQDCM002,AQDCM003,AQDCM004,AQDCM005,AQDCM006,AQDCM007,AQDCM008,AQDCM009,AQDCM010,AQDCM011,AQDCM012,AQDCM013,AQDCM014,AQDCM015,AQDCM016,AQDCM017,AQDCM018,AQDCM019,AQDCM020,AQDCM021,AQDCM022,AQDCM023,AQDCM024,AQDCM025,AQDCM026,AQDCM027
"G48053388","2022","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"1600000US4853388","4853388","Odessa city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Odessa city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48056000","2022","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"1600000US4856000","4856000","Pasadena city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasadena city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48056348","2022","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"1600000US4856348","4856348","Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48057176","2022","TX",,,"Texas","48",,,"Pflugerville city","57176",,,,,,,,,,,,,,,,"1600000US4857176","4857176","Pflugerville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pflugerville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48057200","2022","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"1600000US4857200","4857200","Pharr city, Texas",10899,10089,378,83,232,0,40,303,371,248,352,396,301,605,370,1274,931,1245,1332,1406,168,54,0,0,0,0,810,"Pharr city, Texas",1517,1596,409,141,212,237,66,290,241,299,375,277,282,485,335,735,663,733,990,731,241,91,237,237,237,237,525
"G48058016","2022","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"1600000US4858016","4858016","Plano city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plano city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48061796","2022","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"1600000US4861796","4861796","Richardson city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48063500","2022","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"1600000US4863500","4863500","Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48063572","2022","TX",,,"Texas","48",,,"Rowlett city","63572",,,,,,,,,,,,,,,,"1600000US4863572","4863572","Rowlett city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rowlett city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48064472","2022","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"1600000US4864472","4864472","San Angelo city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Angelo city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48065000","2022","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"1600000US4865000","4865000","San Antonio city, Texas",267883,258178,1447,1288,3479,3247,1870,3282,1545,1896,1488,2887,2688,5858,7328,11237,10408,27401,28004,57465,42064,33794,5825,1810,722,1145,9705,"San Antonio city, Texas",7450,7795,648,791,1174,1231,925,1395,560,800,705,1068,1083,1472,1838,2358,2286,3452,4220,5185,4764,3775,1608,972,563,796,2242
"G48065600","2022","TX",,,"Texas","48",,,"San Marcos city","65600",,,,,,,,,,,,,,,,"1600000US4865600","4865600","San Marcos city, Texas",19246,19062,0,0,31,89,37,0,0,119,79,505,803,1775,603,941,746,2266,1766,4350,2470,1905,577,0,0,0,184,"San Marcos city, Texas",1861,1810,237,237,55,156,62,237,237,148,138,441,708,975,452,542,627,1293,749,1411,967,1083,540,237,237,237,183
"G48069596","2022","TX",,,"Texas","48",,,"Spring CDP","69596",,,,,,,,,,,,,,,,"1600000US4869596","4869596","Spring CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spring CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48070808","2022","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"1600000US4870808","4870808","Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48072176","2022","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"1600000US4872176","4872176","Temple city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Temple city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48072656","2022","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"1600000US4872656","4872656","The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48074144","2022","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"1600000US4874144","4874144","Tyler city, Texas",15187,14804,61,0,253,259,118,196,567,277,0,186,169,278,174,1082,809,2230,1143,3130,2363,930,455,78,46,0,383,"Tyler city, Texas",1714,1669,101,237,340,355,150,265,522,230,237,196,213,176,170,685,740,763,488,1018,867,529,354,72,78,237,274
"G48075428","2022","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"1600000US4875428","4875428","Victoria city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Victoria city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48076000","2022","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"1600000US4876000","4876000","Waco city, Texas",28390,28062,613,47,145,766,140,793,66,81,304,613,1007,1198,1149,1938,1184,2872,2590,4368,2724,3403,1779,83,27,172,328,"Waco city, Texas",2689,2672,493,68,169,678,161,830,114,135,378,527,642,718,639,923,773,1197,1110,1336,1250,1231,1076,138,44,249,267
"G48079000","2022","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"1600000US4879000","4879000","Wichita Falls city, Texas",17315,16825,608,0,396,558,0,207,107,242,461,475,639,1494,1391,1453,1676,1886,1707,1231,1181,305,631,43,134,0,490,"Wichita Falls city, Texas",1733,1778,476,237,379,415,237,160,83,206,501,313,424,564,568,716,732,893,810,545,658,250,497,72,108,237,373
"G49043660","2022","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"1600000US4943660","4943660","Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49044320","2022","UT",,,"Utah","49",,,"Lehi city","44320",,,,,,,,,,,,,,,,"1600000US4944320","4944320","Lehi city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lehi city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49055980","2022","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"1600000US4955980","4955980","Ogden city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogden city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49057300","2022","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"1600000US4957300","4957300","Orem city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orem city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49062470","2022","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"1600000US4962470","4962470","Provo city, Utah",21574,21037,0,0,117,0,68,249,858,582,1206,523,56,53,328,421,1095,3257,2071,3512,2491,3099,964,41,0,46,537,"Provo city, Utah",1772,1715,204,204,133,204,123,254,629,354,743,378,95,90,219,279,568,745,636,965,886,945,585,68,204,75,430
"G49065330","2022","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"1600000US4965330","4965330","St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49067000","2022","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"1600000US4967000","4967000","Salt Lake City city, Utah",49350,48472,0,435,424,723,591,490,402,184,625,361,306,454,422,1013,963,3360,4100,9162,9825,9150,3660,635,765,422,878,"Salt Lake City city, Utah",2954,3016,204,567,421,408,537,417,393,158,504,403,320,412,376,614,540,1044,1146,1759,1660,1980,1048,367,647,303,600
"G49067440","2022","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"1600000US4967440","4967440","Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49070850","2022","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"1600000US4970850","4970850","South Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49082950","2022","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"1600000US4982950","4982950","West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49083470","2022","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"1600000US4983470","4983470","West Valley City city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Valley City city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51001000","2022","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"1600000US5101000","5101000","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51003000","2022","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"1600000US5103000","5103000","Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51014440","2022","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"1600000US5114440","5114440","Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51016000","2022","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"1600000US5116000","5116000","Chesapeake city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chesapeake city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51021088","2022","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"1600000US5121088","5121088","Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51035000","2022","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"1600000US5135000","5135000","Hampton city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampton city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51047672","2022","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"1600000US5147672","5147672","Lynchburg city, Virginia",15421,14704,69,129,0,138,193,185,505,353,600,709,480,1604,1216,1380,971,1091,1745,1929,505,663,239,0,0,0,717,"Lynchburg city, Virginia",1702,1642,89,160,214,143,151,247,425,360,465,492,314,769,557,661,552,544,763,806,413,399,211,214,214,214,406
"G51056000","2022","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"1600000US5156000","5156000","Newport News city, Virginia",37733,37140,613,305,439,486,267,437,662,444,138,300,569,1401,613,1134,1577,5275,3501,8076,4471,5295,778,38,92,229,593,"Newport News city, Virginia",2125,2099,451,298,293,443,305,460,590,455,177,279,546,722,481,716,794,1630,1192,1679,1288,1457,484,64,175,247,323
"G51057000","2022","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"1600000US5157000","5157000","Norfolk city, Virginia",49379,48192,633,162,566,1644,451,292,320,587,96,453,889,1007,902,1952,2551,5537,4900,8242,6801,6905,2113,422,488,279,1187,"Norfolk city, Virginia",3146,3100,422,198,377,852,316,232,350,474,134,420,444,531,543,644,977,1490,1346,1644,1410,1482,822,297,462,268,480
"G51064000","2022","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"1600000US5164000","5164000","Portsmouth city, Virginia",16491,15920,55,280,126,257,99,0,0,423,0,0,201,159,463,852,401,1333,2409,4829,1751,2062,220,0,0,0,571,"Portsmouth city, Virginia",1842,1892,103,253,125,357,165,214,214,418,214,214,220,145,404,484,284,621,1334,1458,636,907,229,214,214,214,339
"G51067000","2022","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"1600000US5167000","5167000","Richmond city, Virginia",60233,58953,721,478,732,1531,961,664,486,159,374,789,522,1844,1177,1265,1790,6476,6673,14075,8549,7327,1454,753,62,91,1280,"Richmond city, Virginia",2734,2791,546,468,585,827,598,458,399,203,405,555,421,687,636,587,1056,1483,1650,2237,1617,1250,529,617,76,107,583
"G51068000","2022","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"1600000US5168000","5168000","Roanoke city, Virginia",22078,21494,405,152,488,280,372,285,276,268,292,1333,1382,1358,1913,978,2075,3428,2235,2291,821,636,111,0,0,115,584,"Roanoke city, Virginia",2221,2247,432,199,331,312,428,270,368,319,269,652,536,765,1046,580,1039,1301,896,748,558,529,185,214,214,141,450
"G51076432","2022","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"1600000US5176432","5176432","Suffolk city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51082000","2022","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"1600000US5182000","5182000","Virginia Beach city, Virginia",65726,63615,276,70,0,685,0,243,98,0,0,330,78,212,270,535,0,2256,4678,11949,16817,17656,5091,836,290,1245,2111,"Virginia Beach city, Virginia",3399,3555,252,116,214,566,214,349,159,214,214,369,102,205,242,360,214,991,1370,2194,2477,2014,1391,428,271,683,739
"G53003180","2022","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"1600000US5303180","5303180","Auburn city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Auburn city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53005210","2022","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"1600000US5305210","5305210","Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53005280","2022","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"1600000US5305280","5305280","Bellingham city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellingham city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53022640","2022","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"1600000US5322640","5322640","Everett city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Everett city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53023515","2022","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"1600000US5323515","5323515","Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035275","2022","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"1600000US5335275","5335275","Kennewick city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kennewick city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035415","2022","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"1600000US5335415","5335415","Kent city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035940","2022","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"1600000US5335940","5335940","Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53043955","2022","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"1600000US5343955","5343955","Marysville city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marysville city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53053545","2022","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"1600000US5353545","5353545","Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53057535","2022","WA",,,"Washington","53",,,"Redmond city","57535",,,,,,,,,,,,,,,,"1600000US5357535","5357535","Redmond city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redmond city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53057745","2022","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"1600000US5357745","5357745","Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53061115","2022","WA",,,"Washington","53",,,"Sammamish city","61115",,,,,,,,,,,,,,,,"1600000US5361115","5361115","Sammamish city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sammamish city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53063000","2022","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"1600000US5363000","5363000","Seattle city, Washington",206391,201932,1257,1212,1624,4061,1515,1810,559,350,134,708,0,488,721,233,851,5072,3260,19043,28139,57120,33331,18284,11008,11152,4459,"Seattle city, Washington",6120,6190,839,800,735,1346,660,796,425,304,161,414,214,480,510,222,431,1339,960,2860,3270,4750,3109,2293,1993,2219,1172
"G53065922","2022","WA",,,"Washington","53",,,"South Hill CDP","65922",,,,,,,,,,,,,,,,"1600000US5365922","5365922","South Hill CDP, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Hill CDP, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53067000","2022","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"1600000US5367000","5367000","Spokane city, Washington",40699,39317,107,0,525,632,399,571,0,519,580,720,669,1372,1409,1639,1926,4604,4973,6990,5092,4948,1018,202,0,422,1382,"Spokane city, Washington",3090,3046,126,214,437,460,333,613,214,375,501,545,454,653,696,602,884,1195,1396,1734,1541,1255,662,168,214,324,784
"G53067167","2022","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"1600000US5367167","5367167","Spokane Valley city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spokane Valley city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53070000","2022","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"1600000US5370000","5370000","Tacoma city, Washington",40263,39667,175,70,298,959,295,533,282,205,273,358,248,204,403,178,239,915,2826,6167,7414,11931,3325,1212,1078,79,596,"Tacoma city, Washington",3656,3698,257,116,247,442,368,591,282,188,229,381,245,178,403,216,327,464,982,1415,1861,2058,1126,777,804,130,359
"G53074060","2022","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"1600000US5374060","5374060","Vancouver city, Washington",39276,37788,63,0,349,315,195,0,170,213,38,53,116,353,27,139,417,1811,724,6591,9067,12315,3408,302,381,741,1488,"Vancouver city, Washington",2504,2622,106,214,316,246,137,214,152,189,62,90,139,295,45,169,439,952,432,1202,2030,2147,1132,234,326,567,705
"G53080010","2022","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"1600000US5380010","5380010","Yakima city, Washington",16570,16292,0,0,664,485,478,79,90,0,417,325,926,191,404,745,1044,2386,2773,2593,1365,181,878,72,0,196,278,"Yakima city, Washington",2117,2057,214,214,580,340,494,94,151,214,324,269,848,172,360,590,770,909,1091,914,733,135,873,117,214,331,282
"G55002375","2022","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"1600000US5502375","5502375","Appleton city, Wisconsin",11480,11381,0,0,0,282,288,68,0,182,0,518,373,1260,809,1018,713,1254,1488,1221,925,444,0,0,124,414,99,"Appleton city, Wisconsin",1331,1350,159,159,159,327,278,114,159,180,159,316,292,662,426,578,504,476,687,596,548,397,159,159,154,415,131
"G55022300","2022","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"1600000US5522300","5522300","Eau Claire city, Wisconsin",12772,12527,0,0,93,57,0,0,670,432,255,187,552,420,384,1662,1626,1485,1491,1743,1027,272,171,0,0,0,245,"Eau Claire city, Wisconsin",1303,1319,159,159,158,95,159,159,461,556,398,179,377,291,354,835,739,611,789,681,577,193,198,159,159,159,236
"G55031000","2022","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"1600000US5531000","5531000","Green Bay city, Wisconsin",20979,20461,204,54,29,0,732,332,316,589,630,500,2179,1378,2831,2550,1995,2704,1435,1354,336,313,0,0,0,0,518,"Green Bay city, Wisconsin",2316,2269,237,71,49,159,418,341,350,488,355,306,1180,722,1245,1122,877,976,638,655,328,223,159,159,159,159,317
"G55037825","2022","WI",,,"Wisconsin","55",,,"Janesville city","37825",,,,,,,,,,,,,,,,"1600000US5537825","5537825","Janesville city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Janesville city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G55039225","2022","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"1600000US5539225","5539225","Kenosha city, Wisconsin",16268,16074,373,0,75,0,316,56,288,204,87,888,353,608,970,1247,334,3229,1581,2828,1460,986,191,0,0,0,194,"Kenosha city, Wisconsin",1527,1507,505,159,133,159,294,97,208,232,118,637,278,497,520,640,231,990,613,979,760,531,227,159,159,159,207
"G55048000","2022","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"1600000US5548000","5548000","Madison city, Wisconsin",70219,69288,189,90,0,364,313,34,71,316,606,283,701,787,969,1746,1661,5260,9158,17650,12014,11667,3956,881,454,118,931,"Madison city, Wisconsin",3435,3461,241,149,159,402,304,58,118,387,662,390,400,441,637,894,983,1342,2070,2415,2203,1844,1237,508,371,153,723
"G55053000","2022","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"1600000US5553000","5553000","Milwaukee city, Wisconsin",137872,134376,656,684,1413,2630,2502,988,960,1980,2307,6481,5207,7659,9156,11189,10887,20815,13694,14900,8598,7103,2555,903,383,726,3496,"Milwaukee city, Wisconsin",4378,4591,453,461,765,957,780,407,468,849,964,1444,1310,1735,1813,2174,2017,2375,2383,2391,1746,1389,1059,509,342,345,998
"G55060500","2022","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"1600000US5560500","5560500","Oshkosh city, Wisconsin",12472,12303,0,0,46,0,321,201,93,612,404,341,984,1258,1101,1297,829,2186,995,713,608,264,0,0,50,0,169,"Oshkosh city, Wisconsin",1417,1405,159,159,78,159,268,188,116,422,321,263,555,383,527,633,447,889,616,389,622,244,159,159,84,159,152
"G55066000","2022","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"1600000US5566000","5566000","Racine city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Racine city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G55084250","2022","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"1600000US5584250","5584250","Waukesha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waukesha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G56013900","2022","WY",,,"Wyoming","56",,,"Cheyenne city","13900",,,,,,,,,,,,,,,,"1600000US5613900","5613900","Cheyenne city, Wyoming",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne city, Wyoming",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G72006593","2022","PR",,,"Puerto Rico","72",,,"Bayam�n zona urbana","06593",,,,,,,,,,,,,,,,"1600000US7206593","7206593","Bayamón zona urbana, Puerto Rico",20350,17297,2208,953,860,586,964,293,717,718,931,2498,936,1559,1112,617,848,615,377,273,0,165,67,0,0,0,3053,"Bayamón zona urbana, Puerto Rico",2054,1900,778,496,462,360,571,255,403,447,512,779,443,679,591,370,433,369,266,280,244,190,114,244,244,244,850
