GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALKVE001,ALKVE002,ALKVE003,ALKVE004,ALKVE005,ALKVE006,ALKVE007,ALKVE008,ALKVE009,ALKVE010,ALKVE011,ALKVE012,ALKVE013,ALKVE014,ALKVE015,ALKVE016,ALKVE017,ALKVE018,ALKVE019,ALKVE020,ALKVE021,ALKVE022,ALKVE023,ALKVE024,ALKVE025,ALKVE026,ALKVE027,NAME_M,ALKVM001,ALKVM002,ALKVM003,ALKVM004,ALKVM005,ALKVM006,ALKVM007,ALKVM008,ALKVM009,ALKVM010,ALKVM011,ALKVM012,ALKVM013,ALKVM014,ALKVM015,ALKVM016,ALKVM017,ALKVM018,ALKVM019,ALKVM020,ALKVM021,ALKVM022,ALKVM023,ALKVM024,ALKVM025,ALKVM026,ALKVM027
"G48047892","2019","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mesquite city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48048072","2019","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48048768","2019","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mission city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48048804","2019","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48050820","2019","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Braunfels city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48052356","2019","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48053388","2019","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Odessa city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48056000","2019","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasadena city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48056348","2019","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48057176","2019","TX",,,"Texas","48",,,"Pflugerville city","57176",,,,,,,,,,,,,,,,"16000US4857176","Pflugerville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pflugerville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48057200","2019","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48058016","2019","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",47663,47033,41,318,235,300,0,409,35,138,0,94,67,67,94,47,392,2105,5250,12440,8801,12455,2449,836,245,215,630,"Plano city, Texas",2575,2553,72,356,232,354,234,335,60,218,234,156,114,112,155,80,317,782,1402,1796,1603,1957,974,499,205,207,389
"G48061796","2019","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48063500","2019","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48063572","2019","TX",,,"Texas","48",,,"Rowlett city","63572",,,,,,,,,,,,,,,,"16000US4863572","Rowlett city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rowlett city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48064472","2019","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Angelo city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48065000","2019","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",237983,230015,2058,2961,2456,2902,2595,2569,2611,2110,2802,5802,6224,10908,14453,14455,15975,31579,25007,40649,24924,12042,2513,1429,538,453,7968,"San Antonio city, Texas",7988,7685,834,1128,762,1028,877,1101,1163,709,924,1732,1696,1899,2340,2484,2657,3770,3063,3015,3431,2466,814,809,334,470,1838
"G48070808","2019","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48072176","2019","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",13462,13053,102,196,176,509,162,221,54,515,700,417,446,811,434,1342,1541,1290,712,1478,1161,256,0,337,66,127,409,"Temple city, Texas",1747,1779,147,314,278,424,178,261,65,475,499,404,293,387,360,578,700,696,558,684,750,336,234,389,107,206,332
"G48072656","2019","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48074144","2019","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",18108,16960,0,49,0,100,102,349,241,500,651,359,613,1305,1166,1259,621,3332,2515,1387,1584,374,385,0,0,68,1148,"Tyler city, Texas",1909,1902,234,83,234,125,177,327,286,356,532,264,423,662,629,607,391,1156,1028,534,764,307,433,234,234,108,768
"G48075428","2019","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Victoria city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48076000","2019","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",26824,25612,257,322,646,300,71,238,366,901,919,1456,2020,1623,2489,2132,2446,3060,1301,3028,1118,586,238,0,95,0,1212,"Waco city, Texas",2515,2444,316,348,473,252,114,237,286,503,584,871,846,627,1111,985,961,845,675,1240,517,446,246,234,157,234,675
"G48079000","2019","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",16362,15819,110,0,73,818,121,730,923,376,768,2297,1143,1730,996,624,814,1538,580,732,763,496,38,149,0,0,543,"Wichita Falls city, Texas",2122,2127,144,234,89,795,172,487,661,443,429,1203,568,815,518,376,441,935,404,314,367,350,67,151,234,234,278
"G49043660","2019","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49044320","2019","UT",,,"Utah","49",,,"Lehi city","44320",,,,,,,,,,,,,,,,"16000US4944320","Lehi city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lehi city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49055980","2019","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",12565,12122,0,43,221,136,328,107,79,60,477,381,420,524,889,1533,1285,1593,1242,1605,686,301,212,0,0,0,443,"Ogden city, Utah",1406,1396,198,72,251,225,341,102,135,76,319,203,226,279,389,691,689,689,625,672,464,295,276,198,198,198,339
"G49057300","2019","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orem city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49062470","2019","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",20212,19673,0,52,53,79,378,464,1072,305,414,539,399,281,589,1458,2037,2986,2276,2859,1204,2047,181,0,0,0,539,"Provo city, Utah",1307,1230,198,83,88,140,267,329,552,207,295,443,242,159,314,492,639,783,726,894,542,849,223,198,198,198,326
"G49065330","2019","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49067000","2019","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",44081,43288,90,246,298,1072,347,235,430,591,768,1119,858,1462,1391,2138,2115,4759,4401,8577,5813,4280,1598,535,165,0,793,"Salt Lake City city, Utah",2639,2611,150,302,281,765,269,220,527,496,347,576,495,557,585,860,999,1233,1022,1664,1167,1108,563,355,153,198,336
"G49067440","2019","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49070850","2019","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49082950","2019","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49083470","2019","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Valley City city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51001000","2019","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51003000","2019","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51014440","2019","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51016000","2019","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chesapeake city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51021088","2019","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51035000","2019","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",27157,26045,167,184,322,329,364,703,0,311,197,365,349,1146,1172,1456,1105,3739,3236,5037,3323,2119,244,101,76,0,1112,"Hampton city, Virginia",2158,2197,220,251,357,348,247,556,208,301,224,289,384,596,512,694,621,1037,1168,1339,1221,971,187,160,44,208,604
"G51047672","2019","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",15207,14896,0,0,107,86,109,355,402,601,782,794,650,1185,1409,1478,1472,1886,1434,1346,342,243,0,45,97,73,311,"Lynchburg city, Virginia",1617,1615,208,208,87,102,158,281,352,463,553,503,478,564,689,732,747,706,867,723,311,284,208,85,124,92,289
"G51056000","2019","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",36340,35829,496,220,712,400,336,564,291,546,707,616,1294,851,1215,2479,2135,4264,4695,6730,3705,2614,255,309,236,159,511,"Newport News city, Virginia",2325,2343,362,187,380,248,239,451,295,372,555,493,616,420,691,943,914,1235,1330,1484,1097,875,241,446,218,179,360
"G51057000","2019","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",49486,48901,792,363,415,1201,1151,119,469,158,562,1361,1384,1856,3248,4208,3490,6956,5464,6264,3884,4464,454,454,82,102,585,"Norfolk city, Virginia",2110,2123,553,295,355,544,565,106,396,184,328,654,697,671,1096,1112,1022,1356,1108,1321,912,1143,296,264,63,117,265
"G51064000","2019","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",15864,15508,330,578,261,193,314,584,210,0,90,304,226,538,898,1057,1117,1733,1997,3298,1430,307,43,0,0,0,356,"Portsmouth city, Virginia",1549,1606,275,531,336,192,215,568,204,208,109,172,303,314,563,559,392,668,747,1190,954,214,79,208,208,208,272
"G51067000","2019","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",50697,49574,1350,1560,651,1319,1170,406,641,364,1729,788,1323,1392,1574,2018,3159,4792,5961,8452,5470,4391,559,210,0,295,1123,"Richmond city, Virginia",2755,2760,779,869,477,499,658,443,585,250,978,514,695,641,612,610,1163,1136,1378,1543,1240,1058,248,175,208,347,691
"G51068000","2019","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",21118,20562,51,576,344,105,246,143,781,1013,934,1735,1301,1517,2442,1365,1498,2274,1061,2038,169,909,0,60,0,0,556,"Roanoke city, Virginia",1899,1970,96,528,330,127,314,198,589,646,728,938,689,625,848,642,671,880,484,971,139,622,208,103,208,208,403
"G51076432","2019","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51082000","2019","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",65912,64664,190,38,615,0,414,239,0,287,548,71,203,271,558,502,1382,3779,8567,18792,12467,12714,2035,553,302,137,1248,"Virginia Beach city, Virginia",3338,3413,235,67,534,208,558,207,208,431,694,114,190,199,513,304,760,1076,1894,2681,2281,1837,798,403,225,167,602
"G53003180","2019","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Auburn city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53005210","2019","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53005280","2019","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellingham city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53022640","2019","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Everett city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53023515","2019","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035275","2019","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kennewick city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035415","2019","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035940","2019","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53043955","2019","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marysville city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53053545","2019","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53057535","2019","WA",,,"Washington","53",,,"Redmond city","57535",,,,,,,,,,,,,,,,"16000US5357535","Redmond city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redmond city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53057745","2019","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53061115","2019","WA",,,"Washington","53",,,"Sammamish city","61115",,,,,,,,,,,,,,,,"16000US5361115","Sammamish city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sammamish city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53063000","2019","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",193101,187484,839,467,2959,2397,1938,2154,343,757,606,691,859,521,714,2198,2079,4801,5494,22249,25203,55556,30218,13671,7787,2983,5617,"Seattle city, Washington",6516,6510,861,468,1233,993,968,1101,210,648,546,400,624,456,390,887,868,1475,1700,3126,3416,5008,3182,2377,1619,1094,1484
"G53065922","2019","WA",,,"Washington","53",,,"South Hill CDP","65922",,,,,,,,,,,,,,,,"16000US5365922","South Hill CDP, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Hill CDP, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53067000","2019","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",42712,42217,657,469,724,1012,675,866,830,597,223,1512,1941,3461,2827,2699,3709,5171,4406,4949,2740,2025,451,0,0,273,495,"Spokane city, Washington",2816,2862,523,359,356,452,393,460,437,339,193,757,1068,1056,801,999,1116,1473,1083,1164,1154,904,415,210,210,353,400
"G53067167","2019","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spokane Valley city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53070000","2019","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",40132,38538,213,88,467,1125,287,226,401,0,121,358,512,851,341,491,2186,2566,4536,8326,8065,5844,1296,238,0,0,1594,"Tacoma city, Washington",3065,2911,243,138,336,787,280,242,264,210,193,382,399,928,338,381,905,899,1186,1671,1863,1395,575,160,210,210,823
"G53074060","2019","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",38766,38091,69,226,143,171,305,147,207,395,229,47,384,162,193,999,993,3127,3100,8525,9827,6743,1276,390,379,54,675,"Vancouver city, Washington",2278,2275,89,345,192,183,295,110,229,412,169,79,353,143,173,618,539,926,1198,1327,1770,1096,592,592,448,87,379
"G53080010","2019","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",16318,16002,0,0,136,439,112,184,208,871,763,867,1011,1589,2149,923,939,2058,1999,889,251,410,96,63,0,45,316,"Yakima city, Washington",1642,1622,210,210,167,437,178,178,188,559,419,427,694,834,1125,659,575,899,756,480,258,431,86,105,210,75,283
"G55002375","2019","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",10575,10116,0,84,78,45,72,218,551,728,429,633,1007,1162,711,1050,685,1145,614,568,106,169,61,0,0,0,459,"Appleton city, Wisconsin",1453,1431,153,104,65,74,122,256,395,509,271,316,755,489,371,633,504,468,377,309,96,174,99,153,153,153,385
"G55022300","2019","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",11559,11170,0,0,83,87,0,272,105,105,179,998,1122,1039,800,1675,982,1491,882,900,163,241,0,0,46,0,389,"Eau Claire city, Wisconsin",1318,1281,153,153,116,120,153,260,108,129,176,516,523,624,365,739,413,581,453,463,133,277,153,153,80,153,310
"G55031000","2019","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",20461,20130,0,0,62,631,84,209,589,591,1534,1744,2746,2725,2337,1844,952,1243,1315,966,456,43,0,59,0,0,331,"Green Bay city, Wisconsin",1590,1669,153,153,107,284,83,226,668,467,679,711,909,942,765,879,454,419,575,574,417,71,153,96,153,153,253
"G55039225","2019","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",17368,17231,0,70,205,406,282,128,161,0,0,780,203,1287,1025,1287,1005,3212,2183,3100,1322,507,68,0,0,0,137,"Kenosha city, Wisconsin",1937,1912,153,124,231,378,412,162,131,153,153,540,240,704,634,672,537,1050,733,905,631,294,84,153,153,153,126
"G55048000","2019","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",61696,60742,150,56,891,140,198,111,303,185,421,361,601,1653,1712,1622,3728,7062,7807,15695,8572,6470,1337,511,482,674,954,"Madison city, Wisconsin",2681,2695,232,71,712,125,175,135,373,214,349,232,395,847,742,632,1174,1513,1614,1940,1600,1375,626,305,491,438,501
"G55053000","2019","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",139194,136387,568,912,854,2163,2000,2311,1010,2247,3259,7689,8105,14799,13250,11280,13002,18688,10446,11392,6242,3692,1801,514,91,72,2807,"Milwaukee city, Wisconsin",4309,4287,378,559,471,724,942,804,469,620,801,1474,1545,2209,2163,1731,2040,2295,1824,1949,1277,761,616,367,109,127,980
"G55060500","2019","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",12179,11676,0,120,29,172,113,97,122,368,387,1420,1033,1334,1118,838,966,1344,1046,791,218,0,121,39,0,0,503,"Oshkosh city, Wisconsin",1344,1330,153,172,46,205,128,123,120,226,351,586,456,522,527,395,653,626,529,624,207,153,179,65,153,153,340
"G55066000","2019","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",14786,14512,0,0,258,129,385,563,213,106,493,1736,1388,1606,1188,1084,1034,2408,423,1440,0,33,0,25,0,0,274,"Racine city, Wisconsin",1630,1633,153,153,273,124,311,577,190,144,478,907,591,996,599,606,680,1058,305,920,153,58,153,46,153,153,281
"G55084250","2019","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",12630,12299,90,28,100,102,0,509,207,299,96,132,425,607,733,392,613,2582,1939,2638,661,0,80,66,0,0,331,"Waukesha city, Wisconsin",1384,1438,150,46,122,79,153,636,295,203,161,126,384,373,374,305,401,1117,677,989,328,153,136,105,153,153,311
"G72006593","2019","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",19883,15241,2152,530,832,237,819,803,694,957,1385,1543,833,634,789,772,571,1081,37,464,80,0,28,0,0,0,4642,"Bayamón zona urbana, Puerto Rico",1914,1782,673,380,455,177,374,432,433,449,697,648,412,337,498,495,402,481,60,378,137,234,48,234,234,234,1046
