GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,APJME001,APJME002,APJME003,APJME004,APJME005,APJME006,APJME007,APJME008,APJME009,APJME010,APJME011,APJME012,APJME013,APJME014,APJME015,APJME016,APJME017,APJME018,APJME019,APJME020,APJME021,APJME022,APJME023,APJME024,APJME025,APJME026,APJME027,APJME028,APJME029,APJME030,APJME031,APJME032,APJME033,APJME034,APJME035,APJME036,APJME037,APJME038,APJME039,APJME040,APJME041,APJME042,APJME043,APJME044,APJME045,APJME046,APJME047,APJME048,APJME049,NAME_M,APJMM001,APJMM002,APJMM003,APJMM004,APJMM005,APJMM006,APJMM007,APJMM008,APJMM009,APJMM010,APJMM011,APJMM012,APJMM013,APJMM014,APJMM015,APJMM016,APJMM017,APJMM018,APJMM019,APJMM020,APJMM021,APJMM022,APJMM023,APJMM024,APJMM025,APJMM026,APJMM027,APJMM028,APJMM029,APJMM030,APJMM031,APJMM032,APJMM033,APJMM034,APJMM035,APJMM036,APJMM037,APJMM038,APJMM039,APJMM040,APJMM041,APJMM042,APJMM043,APJMM044,APJMM045,APJMM046,APJMM047,APJMM048,APJMM049
"G4803610","2022","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"0500000US48361","48361","Orange County, Texas",84934,42859,3328,2909,3579,1079,416,0,1100,2448,2331,2509,3191,2481,3371,2308,1991,1419,1856,935,985,2066,1591,479,487,42075,2164,2589,2955,2877,348,471,0,1944,3003,2579,2236,2831,2232,2381,2401,1558,1886,1114,1088,2156,1524,348,1390,"Orange County, Texas",,1153,962,778,1039,540,301,237,795,627,236,302,1051,848,865,165,779,654,745,392,315,545,565,283,263,1153,323,1247,1159,707,292,557,237,610,525,343,830,799,257,298,648,600,725,449,455,622,541,246,669
"G4803670","2022","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"0500000US48367","48367","Parker County, Texas",165834,84308,5188,6645,5605,4036,2443,1069,599,3103,4007,5073,6633,5566,5381,5727,5538,1819,3367,2068,2252,3702,2772,1060,655,81526,4340,5039,6285,3218,1410,694,1754,2320,4290,5519,5516,6521,4496,5179,5188,2487,3164,1571,3064,3693,2877,1923,978,"Parker County, Texas",,661,306,967,939,296,512,592,536,718,544,685,1392,1067,600,220,1152,808,941,763,727,747,643,595,464,661,140,1005,986,309,92,441,728,775,605,754,1119,1073,481,329,812,742,720,641,720,688,479,537,377
"G4803750","2022","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"0500000US48375","48375","Potter County, Texas",115645,59818,3913,4632,4741,2436,1605,948,1131,2215,4114,3564,3088,6760,3599,3655,3007,1438,1886,921,1721,1803,1298,829,514,55827,3611,4593,3902,2902,1627,727,1573,2172,3558,3562,3411,3234,3235,2860,2407,1778,1614,1152,1665,2383,1118,1218,1525,"Potter County, Texas",,637,400,872,1039,531,658,629,739,720,503,850,1088,1378,389,394,792,591,601,442,514,540,458,294,371,637,385,857,805,600,464,532,798,728,465,327,889,754,504,244,669,660,694,524,502,595,444,502,513
"G4803810","2022","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"0500000US48381","48381","Randall County, Texas",146140,72549,4300,5031,5041,3915,2779,1113,626,2797,4921,5092,5527,5652,3964,3904,3481,1449,3045,1106,2074,3277,1634,1106,715,73591,4151,4289,5449,2444,2834,954,664,3174,4515,5130,5148,5366,4390,4073,4372,2162,1894,2284,1880,2978,1791,2563,1086,"Randall County, Texas",,575,279,820,792,378,611,506,502,1025,378,221,1146,1018,612,646,677,512,679,471,507,658,364,414,331,575,285,970,861,534,887,564,501,703,4,261,924,967,369,641,827,856,505,698,644,627,563,588,431
"G4803970","2022","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"0500000US48397","48397","Rockwall County, Texas",123208,62263,3229,4971,5462,3710,1596,653,570,2293,3175,3846,3925,5379,4284,5081,3943,1290,1396,1217,1723,1633,1751,800,336,60945,3032,4344,4452,3136,1654,439,409,1969,2919,3774,5265,4067,5240,4496,4438,1374,1594,1332,1765,1798,1859,842,747,"Rockwall County, Texas",,745,208,746,747,736,629,336,582,726,218,362,1081,1253,721,820,748,633,467,511,578,586,522,481,243,745,190,984,953,709,697,369,319,674,619,459,937,999,966,898,1006,552,657,508,509,591,524,385,531
"G4804090","2022","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"0500000US48409","48409","San Patricio County, Texas",69954,36078,2222,2881,2404,2445,753,650,133,1817,2051,2670,2836,2575,2304,1562,1651,1207,1030,986,1031,1118,1101,439,212,33876,2206,1716,3070,1204,665,706,135,1102,1643,3029,2120,2381,1937,2064,2162,358,1589,360,960,1714,1261,973,521,"San Patricio County, Texas",,749,299,709,772,524,520,394,214,894,870,359,889,782,549,586,503,562,512,400,398,444,226,190,136,749,299,547,598,528,309,419,208,506,285,439,643,650,139,208,484,196,504,239,371,416,541,324,393
"G4804230","2022","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"0500000US48423","48423","Smith County, Texas",241922,118130,7459,8266,8726,5900,4367,1777,1484,4386,7886,7970,6863,8195,5770,6886,6546,2864,4170,2679,2791,5772,2861,2623,1889,123792,7404,7928,8054,4354,4340,2098,2102,4012,7572,8494,8462,6763,7262,6993,6706,3737,4040,2751,5201,5023,3521,3060,3915,"Smith County, Texas",,884,4,1243,1267,739,1071,839,807,1239,145,838,1382,1656,640,203,1009,871,911,745,798,858,717,697,683,884,216,1130,1067,721,866,1083,940,1257,799,123,1427,1420,553,542,1085,864,842,928,1063,1042,753,770,908
"G4804270","2022","TX",,,"Texas","48","Starr County","427",,,,,,,,,,,,,,,,,,"0500000US48427","48427","Starr County, Texas",65728,32086,2828,2763,3365,1705,1028,418,700,1646,2389,2182,2199,1576,1786,1748,1469,555,612,538,511,794,756,257,261,33642,2712,3396,2678,1717,1161,661,532,1440,2384,2004,1787,1932,1902,1891,1724,621,827,452,1168,688,1064,211,690,"Starr County, Texas",,,,992,992,,,316,399,434,,,713,713,,,452,317,354,364,408,453,273,188,239,,,842,842,,732,412,398,659,,,719,719,,,428,358,345,281,399,348,490,216,491
"G4804390","2022","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"0500000US48439","48439","Tarrant County, Texas",2154595,1061166,69489,73169,83801,50276,29578,12673,16280,47646,79270,79432,78166,71553,64960,66772,62586,24649,33520,18520,25527,31971,20952,11927,8449,1093429,66673,70745,80655,48303,28868,15748,13415,46972,78804,81686,75504,78465,68299,67691,62642,28018,32392,22111,27908,37778,29396,16223,15133,"Tarrant County, Texas",,773,264,4491,4505,180,204,2030,3076,3063,664,150,3924,3976,326,4,3570,2651,2820,2194,2193,2326,1479,1322,1287,773,192,4408,4397,245,230,2304,2192,2945,418,242,5152,5185,238,239,3445,3053,2458,2342,2298,2287,1904,1928,1838
"G4804410","2022","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"0500000US48441","48441","Taylor County, Texas",145163,71487,5994,5203,4349,2429,2314,1580,1142,5690,4998,5167,5968,3874,3386,2941,3857,1343,1823,1190,2140,2620,1814,1021,644,73676,4938,4905,4067,3125,2767,788,2949,3868,5126,5218,4585,4380,3072,4041,3608,1288,2967,844,2376,3065,2050,1698,1951,"Taylor County, Texas",,916,896,1173,1250,517,366,522,631,1395,461,840,1479,883,452,342,776,577,597,509,629,663,409,388,278,916,616,910,821,514,703,435,1067,1079,588,640,984,1011,582,502,842,508,715,376,661,691,592,614,534
"G4804510","2022","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"0500000US48451","48451","Tom Green County, Texas",118892,59793,3655,3761,4185,2841,1986,1183,428,3417,4823,4453,4726,3348,2863,2972,3345,737,2109,814,2415,2293,1840,1189,410,59099,3936,4848,3232,1933,1868,432,1570,2299,3818,4062,4746,2695,2990,2858,2623,2254,2153,1505,1987,2710,2176,931,1473,"Tom Green County, Texas",,478,200,1168,1139,304,744,609,335,927,518,339,919,960,240,341,709,402,688,432,847,680,649,463,287,478,454,993,939,371,647,295,922,1111,260,50,1248,936,781,237,730,857,669,562,571,636,509,453,448
"G4804530","2022","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"0500000US48453","48453","Travis County, Texas",1326436,679283,37160,35156,40025,23051,17777,6971,6844,30739,64816,72347,63925,53653,47826,44602,38423,14447,15190,11242,13743,19364,12497,5067,4418,647153,35371,33573,37466,22248,16807,5305,6904,32765,59944,63280,54743,49996,43062,39894,33907,13405,19357,11147,15406,22226,13776,7982,8589,"Travis County, Texas",,281,209,2803,2810,107,1147,2034,2159,2368,227,354,4249,4247,269,295,2527,2310,1717,1725,1764,1618,1358,1051,1113,281,79,3200,3213,23,895,1844,1849,2667,341,242,3745,3757,158,172,2656,1839,2414,1618,1994,2158,1703,1470,1175
"G4804690","2022","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"0500000US48469","48469","Victoria County, Texas",91065,45864,3331,2499,4173,1677,1063,473,331,2547,2726,2540,4051,2685,3135,2366,1880,1484,1879,1178,1757,1690,1328,589,482,45201,2571,3409,2715,2190,1325,487,617,2390,2067,3074,2425,3588,1972,2562,2914,652,1907,1144,1002,2501,1554,694,1441,"Victoria County, Texas",,1348,898,913,957,848,227,491,343,1012,964,540,1114,697,875,373,661,513,569,535,736,636,368,432,288,1348,835,821,912,750,671,482,675,850,611,381,814,1048,519,358,600,403,503,441,419,525,439,317,594
"G4804710","2022","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"0500000US48471","48471","Walker County, Texas",78870,48547,1107,2885,2477,1359,2197,1650,248,2610,2815,5908,4328,3271,3725,2847,2655,553,1442,1189,1082,2277,593,887,442,30323,1136,589,1072,696,2828,2175,1140,2070,1379,802,2335,1460,1733,1756,1362,507,1488,1002,691,1766,884,696,756,"Walker County, Texas",,1153,738,1447,1290,719,1437,843,443,1216,1291,1708,1302,1014,1364,1154,806,343,508,489,464,857,369,387,352,1153,865,731,794,521,1026,1343,609,1231,1049,548,1000,826,799,569,453,319,532,477,429,502,440,403,489
"G4804790","2022","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"0500000US48479","48479","Webb County, Texas",267780,133476,10817,13462,10369,7508,4922,2966,2233,5876,10194,9381,7483,9218,7976,7398,6321,2690,3348,1544,1918,3796,1982,636,1438,134304,10383,10094,13020,6939,4351,1301,3187,6570,9199,8265,8031,8078,8445,8004,7371,1861,3585,1107,3218,4462,2744,2398,1691,"Webb County, Texas",,614,218,1743,1717,319,205,801,817,909,245,495,1215,1334,194,309,848,1156,919,565,674,575,508,379,556,614,214,1563,1597,238,4,611,1019,1095,225,187,1336,1374,396,265,1020,548,892,451,898,1091,681,658,603
"G4804850","2022","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"0500000US48485","48485","Wichita County, Texas",129978,67331,3967,4169,4312,2631,3202,1050,1174,4253,5055,4321,3699,5525,4004,3711,3675,1921,1746,1497,1625,2213,1595,864,1122,62647,3636,4285,4175,2237,2405,347,1609,2437,4361,4281,3986,3793,2825,3382,3551,1711,2618,1594,2099,2707,2346,1196,1066,"Wichita County, Texas",,927,322,961,938,362,587,694,580,752,430,601,823,886,448,481,621,531,589,476,481,467,447,362,393,927,306,825,716,369,492,310,631,812,534,710,708,786,373,416,726,569,649,519,536,619,657,562,378
"G4804910","2022","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"0500000US48491","48491","Williamson County, Texas",671418,335139,20855,23075,24345,13803,7772,4028,3708,12083,22272,26470,30084,28500,24540,22072,17147,7565,8890,3991,7652,11197,8301,4238,2551,336279,18686,20639,24394,14217,7613,2831,3869,12466,21698,26560,25003,30779,23037,21033,15495,7756,11384,6138,8626,13587,11086,4885,4497,"Williamson County, Texas",,875,622,2200,2207,697,323,1138,1250,1211,118,139,2451,2484,214,30,1786,1595,1494,892,1324,1481,1141,818,755,875,620,1694,1694,690,818,1169,1433,1523,140,108,2385,2390,116,124,1702,1444,1652,1222,1349,1356,1144,1139,898
"G4804970","2022","TX",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,"0500000US48497","48497","Wise County, Texas",74895,38354,2622,2182,3189,1521,793,1158,222,791,2272,2015,2452,3396,2442,2610,2723,1321,994,910,1377,1202,1260,480,422,36541,2030,2373,2560,1682,614,220,448,1441,2094,2249,3133,1784,2361,2115,2197,1303,1902,933,1112,1467,1039,970,514,"Wise County, Texas",,455,314,715,721,242,590,680,199,368,465,255,652,752,498,318,659,455,501,359,526,409,490,239,270,455,300,702,705,240,500,248,561,595,415,310,676,597,585,166,591,488,578,343,341,386,462,330,274
"G4900050","2022","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"0500000US49005","49005","Cache County, Utah",140173,70230,5355,6460,4929,3492,3036,1021,1454,7768,5667,4774,2934,5371,3486,2767,2490,1064,1586,826,1485,1689,1225,918,433,69943,4662,5523,6086,3576,3248,1920,3028,6349,5209,4254,3930,3755,3484,2579,2738,727,1711,1140,1207,1730,1315,1148,624,"Cache County, Utah",,743,574,856,836,336,513,654,569,1045,424,571,696,721,459,334,453,402,457,404,421,481,378,341,249,743,567,957,812,374,166,747,1041,1735,467,471,601,719,485,332,493,290,366,442,315,366,333,438,266
"G4900110","2022","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"0500000US49011","49011","Davis County, Utah",369948,187316,12574,15009,18009,10520,5382,2211,2990,8675,12793,13395,13233,14895,12441,8853,8658,3104,5372,3094,4043,5181,3460,1876,1548,182632,13155,13958,16792,10693,4802,2462,2158,7855,11887,13023,11627,15199,11462,9395,8200,3465,4880,3271,3458,6077,3566,3040,2207,"Davis County, Utah",,1119,454,1549,1575,304,528,652,1024,1175,600,646,1378,1377,770,550,1407,838,1069,839,1037,843,661,486,548,1119,709,1614,1555,545,431,834,843,1216,442,579,1362,1467,776,738,1144,898,839,768,754,915,728,806,606
"G4900350","2022","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"0500000US49035","49035","Salt Lake County, Utah",1186257,602122,39248,40399,45415,27939,16672,6516,10140,28646,50706,48110,44571,45871,38361,35570,27477,14604,15898,10143,14757,17680,11847,6272,5280,584135,35320,38476,44005,26082,14619,6797,9854,27436,47368,46161,41935,42583,36250,32140,26535,12345,19128,8895,14652,21987,14300,9111,8156,"Salt Lake County, Utah",,698,602,2499,2499,369,460,1224,1533,1845,308,924,2975,3280,747,1217,2008,1743,1746,1327,1685,1536,1055,879,972,698,603,2813,2827,343,628,1345,1731,1803,399,822,2849,2674,783,544,1995,1521,1618,1666,1550,1788,1344,1398,1095
"G4900450","2022","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,"0500000US49045","49045","Tooele County, Utah",79934,40451,2729,3630,3989,2147,1202,604,1059,1321,2383,3563,2777,2952,2741,2233,2188,861,816,664,818,629,783,148,214,39483,2496,3472,3892,2236,1100,116,703,1516,2527,2716,3767,3235,2329,2002,1932,774,880,790,769,732,671,480,348,"Tooele County, Utah",,532,542,801,772,299,601,335,528,527,137,562,632,771,329,295,453,352,385,440,424,337,248,139,204,532,313,947,894,420,401,104,474,633,299,255,1086,900,208,274,416,372,372,336,300,273,291,329,305
"G4900490","2022","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"0500000US49049","49049","Utah County, Utah",702434,356944,29821,29775,33562,19676,14519,7041,8565,31538,31365,24423,21704,21815,18403,15393,11512,4502,7163,4453,4703,7104,4828,2668,2411,345490,29362,30345,29216,18164,16603,6755,9912,27606,28124,22645,22643,19239,17169,14594,12395,4607,6128,3837,5553,8086,5892,3489,3126,"Utah County, Utah",,651,397,2093,2113,340,936,1475,1872,2070,672,551,1422,1409,531,485,1157,987,1166,743,779,1009,687,581,527,651,390,1644,1611,370,600,1093,1576,1814,371,293,1593,1551,312,455,972,784,978,825,825,831,682,677,726
"G4900530","2022","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"0500000US49053","49053","Washington County, Utah",197680,98853,4919,8192,6805,5204,3229,555,994,5227,5697,5162,5785,5025,5545,5370,4395,2556,2979,1873,3876,5980,4469,2747,2269,98827,5464,6049,6948,4002,3052,728,1628,3910,5388,5198,6258,5571,5174,5149,5341,2349,3630,1923,4195,6422,4774,3205,2469,"Washington County, Utah",,1237,488,1382,1251,386,590,498,571,946,597,647,1124,1505,602,982,873,832,812,597,808,899,721,506,542,1237,907,1250,1198,406,607,482,747,993,704,557,1087,1212,402,799,1022,758,709,636,953,976,893,845,832
"G4900570","2022","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"0500000US49057","49057","Weber County, Utah",269561,137656,8898,10898,10741,6556,3574,2061,2017,6411,10869,10379,10625,9347,8735,6583,6867,3313,4190,2200,3525,4215,2875,1279,1498,131905,8283,8952,10128,6437,3143,1443,1998,6408,10019,9999,9468,9322,8007,6917,6534,3357,3668,3289,3265,4336,3285,1429,2218,"Weber County, Utah",,879,253,1305,1230,473,544,756,651,969,442,321,1258,1272,545,430,1080,913,1028,615,780,703,578,451,480,879,270,1051,1027,343,180,649,698,760,352,630,1231,1241,371,161,918,834,881,887,664,867,578,473,526
"G5000070","2022","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"0500000US50007","50007","Chittenden County, Vermont",169301,82357,3526,3381,4538,2618,3687,2499,2210,3811,6751,6319,7152,3683,4432,4759,5132,1888,3009,1508,3130,3492,2164,1852,816,86944,4412,3062,4885,2284,4626,3296,1854,3795,6441,5685,6029,4819,4379,4854,4373,1875,4200,2134,2805,3733,2956,2869,1578,"Chittenden County, Vermont",,1231,391,830,844,319,332,850,807,936,595,704,880,1027,264,265,907,647,652,523,854,698,641,641,413,1231,939,833,922,176,773,961,789,1127,613,375,1205,1199,372,276,931,762,769,524,626,677,795,842,500
"G5100030","2022","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"0500000US51003","51003","Albemarle County, Virginia",114534,55467,2787,3511,2655,2358,2971,837,855,2559,3398,3934,4831,1851,2932,2906,2815,1269,2483,1485,1935,2811,1787,1472,1025,59067,2991,2995,2715,1650,2841,729,484,2625,4050,4062,3715,3046,3059,3189,3380,1776,2590,1669,1916,3770,2102,1767,1946,"Albemarle County, Virginia",,1096,462,709,788,450,390,377,467,642,596,658,882,729,486,435,765,570,659,618,605,645,544,520,383,1096,768,720,833,351,626,390,375,760,712,594,941,788,464,419,723,662,707,461,601,600,444,449,607
"G5100130","2022","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"0500000US51013","51013","Arlington County, Virginia",234000,117465,5433,6527,5610,3437,1026,284,815,7472,15609,11968,10692,8700,7515,7534,7276,1321,3618,2136,2249,3172,2489,1667,915,116535,6431,5897,5504,3329,2049,431,901,6455,14643,11108,10542,8180,8204,6468,6115,1839,3302,2122,2363,3761,3217,1594,2080,"Arlington County, Virginia",,1033,663,1032,1038,558,536,169,449,908,1063,295,1247,1278,281,108,977,467,1086,805,583,678,653,498,441,1033,663,890,842,648,634,290,469,630,566,159,1285,1339,675,588,801,691,817,720,662,694,644,431,588
"G5100150","2022","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"0500000US51015","51015","Augusta County, Virginia",78064,39641,1633,1923,1981,1256,1143,161,381,1475,2340,2884,2598,2938,1994,2703,3321,853,1674,1731,1335,1914,1712,1313,378,38423,1743,1818,2107,1481,690,204,456,1269,2186,2417,1635,2543,2110,2457,2548,1202,2155,1144,1894,2111,1838,478,1937,"Augusta County, Virginia",,633,291,548,572,6,578,177,273,597,305,573,720,612,214,156,691,405,679,570,444,499,478,485,328,633,228,416,530,285,479,295,320,585,347,400,512,481,114,188,659,513,512,468,536,548,639,269,749
"G5100190","2022","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"0500000US51019","51019","Bedford County, Virginia",80848,40561,1513,2586,2339,1444,1103,570,448,1191,2414,1997,2196,2246,2220,2856,3737,812,1960,1325,1368,2601,2012,1005,618,40287,1528,2161,2054,1860,803,222,535,1112,2184,2021,2152,1946,2101,3141,3176,1266,2039,1274,2146,2247,2605,793,921,"Bedford County, Virginia",,493,82,513,630,248,459,515,384,483,318,186,699,592,215,220,893,455,693,394,496,512,525,380,320,493,101,497,665,431,441,235,329,550,360,200,553,618,158,318,717,552,649,390,492,483,601,337,387
"G5100410","2022","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"0500000US51041","51041","Chesterfield County, Virginia",378408,182388,10897,12146,13733,7442,4632,2985,3233,5882,10247,11411,12878,13470,11448,11849,11127,6951,4435,4599,5344,7635,5542,2753,1749,196020,10685,10351,14282,8573,4595,1912,2451,7816,10966,12938,12816,14655,11801,12718,10778,4938,9174,4021,6063,10680,7422,3340,3045,"Chesterfield County, Virginia",,585,190,1735,1726,516,1038,1128,1144,953,687,270,1916,1929,773,724,1353,1088,1228,1054,1141,995,691,641,524,585,166,1615,1681,560,980,667,1009,1337,4,931,1653,1644,869,820,1368,986,1213,698,1012,990,921,888,923
"G5100590","2022","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"0500000US51059","51059","Fairfax County, Virginia",1138331,569665,33642,37410,37474,24408,14064,6513,7166,21626,37372,38624,38361,44547,38821,39572,35078,13947,21915,11824,14385,21728,15675,8150,7363,568666,32052,32902,37585,22266,12956,5968,4501,23919,35722,36448,39714,42368,39049,39360,36716,12636,21461,12461,15501,24207,17863,10011,13000,"Fairfax County, Virginia",,184,170,2429,2458,120,4,1406,1468,1661,167,134,2481,2448,238,121,1847,1691,1687,1495,1407,1800,1219,1118,1196,184,208,2074,2078,87,73,1702,1604,1934,328,141,2798,2786,163,124,1891,1432,1802,1592,1714,1613,1816,1419,1832
"G5100610","2022","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"0500000US51061","51061","Fauquier County, Virginia",74664,37536,1659,2377,2331,1662,1283,233,178,2183,1490,2203,3291,1792,2104,2876,3280,715,2182,735,1394,1347,1409,525,287,37128,2246,1637,2925,1761,682,39,309,1481,1416,2491,2184,2630,2082,2452,3624,563,1677,883,1481,1298,1638,782,847,"Fauquier County, Virginia",,448,159,526,581,285,661,195,163,633,185,410,661,443,312,547,665,331,581,386,542,501,372,334,201,448,252,490,595,437,171,69,390,508,114,546,614,583,272,382,603,274,510,388,471,418,387,319,329
"G5100690","2022","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"0500000US51069","51069","Frederick County, Virginia",95051,47965,2426,4637,2528,2353,1662,463,246,1244,2585,2869,3433,3210,2697,3301,3579,1162,1496,883,2036,2012,1362,1255,526,47086,2004,2487,3056,1837,1097,297,253,1656,2700,2807,2706,3681,2762,3817,3116,1164,2051,940,2130,2110,2326,1206,883,"Frederick County, Virginia",,569,310,867,870,358,680,229,328,485,343,320,885,793,419,603,649,471,549,434,557,585,341,383,261,569,151,730,841,349,557,296,212,647,419,232,895,714,399,526,692,481,537,489,664,566,531,406,421
"G5100850","2022","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"0500000US51085","51085","Hanover County, Virginia",112938,55587,2919,3486,3357,2522,1366,320,682,2864,2489,3012,4194,3247,3237,4120,3446,1529,2948,1719,2126,2194,1879,1076,855,57351,2256,3924,3181,2327,980,389,681,2511,2726,3292,3447,3516,3458,4189,4093,1379,3327,1788,2149,2259,2624,1985,870,"Hanover County, Virginia",,701,421,730,683,326,200,229,587,553,202,316,867,624,271,493,679,488,677,524,525,555,504,429,341,701,211,877,728,591,461,314,316,578,401,374,790,874,511,349,660,529,769,584,656,561,738,565,382
